context_id,time_of_day,hour,location,occasion,price_shown
ctx_628,evening,18,home,late_night,3.91
ctx_629,late_night,2,gym,evening,5.08
ctx_630,late_night,3,bar,morning,5.97
ctx_631,evening,17,outdoor,work,4.96
ctx_632,evening,18,gym,evening,2.98
ctx_633,late_night,4,home,morning,3.72
ctx_634,evening,18,store,post_gym,5.55
ctx_635,morning,10,outdoor,morning,3.29
ctx_636,late_night,21,gym,afternoon,4.95
ctx_637,late_night,4,home,late_night,3.33
ctx_638,morning,11,outdoor,work,5.75
ctx_639,afternoon,15,cafe,late_night,4.77
ctx_640,morning,5,store,evening,2.88
ctx_641,morning,5,bar,work,3.81
ctx_642,late_night,22,store,post_gym,3.56
ctx_643,evening,18,work,work,5.33
ctx_644,afternoon,13,bar,social,3.22
ctx_645,afternoon,14,store,evening,3.87
ctx_646,afternoon,12,bar,evening,1.55
ctx_647,evening,19,gym,work,4.2
ctx_648,late_night,0,bar,evening,5.42
ctx_649,late_night,4,gym,evening,4.13
ctx_650,late_night,22,work,afternoon,4.44
ctx_651,morning,10,bar,afternoon,3.64
ctx_652,evening,20,cafe,social,2.67
ctx_653,late_night,2,outdoor,work,4.97
ctx_654,late_night,2,bar,social,4.38
ctx_655,afternoon,16,store,afternoon,1.07
ctx_656,late_night,0,cafe,work,4.16
ctx_657,afternoon,14,gym,morning,4.77
ctx_658,late_night,4,cafe,work,4.83
ctx_659,late_night,3,bar,social,1.52
ctx_660,late_night,22,home,social,1.39
ctx_661,late_night,3,outdoor,evening,1.33
ctx_662,late_night,2,bar,afternoon,5.04
ctx_663,afternoon,12,work,morning,5.78
ctx_664,morning,5,work,work,3.5
ctx_665,morning,9,cafe,afternoon,1.25
ctx_666,late_night,1,work,morning,4.33
ctx_667,late_night,1,store,post_gym,5.02
ctx_668,afternoon,13,outdoor,evening,5.53
ctx_669,morning,6,gym,evening,2.13
ctx_670,morning,8,outdoor,morning,1.17
ctx_671,evening,18,gym,post_gym,4.24
ctx_672,late_night,21,store,work,4.6
ctx_673,morning,9,work,late_night,4.12
ctx_674,evening,19,cafe,social,2.21
ctx_675,afternoon,13,cafe,morning,5.02
ctx_676,late_night,21,outdoor,evening,1.6
ctx_677,late_night,22,work,late_night,3.48
ctx_678,afternoon,13,work,social,5.12
ctx_679,morning,10,home,late_night,3.01
ctx_680,afternoon,16,work,morning,1.23
ctx_681,late_night,21,outdoor,work,1.31
ctx_682,evening,17,home,afternoon,2.23
ctx_683,morning,10,home,work,1.65
ctx_684,morning,8,bar,social,2.57
ctx_685,late_night,3,work,evening,5.71
ctx_686,evening,18,home,afternoon,2.89
ctx_687,morning,11,bar,morning,1.58
ctx_688,late_night,22,work,morning,2.94
ctx_689,late_night,23,store,social,1.7
ctx_690,evening,20,gym,post_gym,4.33
ctx_691,late_night,0,cafe,post_gym,5.75
ctx_692,afternoon,14,home,afternoon,2.34
ctx_693,evening,19,bar,post_gym,4.22
ctx_694,morning,9,home,morning,3.49
ctx_695,morning,6,cafe,work,3.38
ctx_696,afternoon,15,work,afternoon,4.85
ctx_697,morning,8,cafe,evening,4.84
ctx_698,evening,17,gym,morning,3.08
ctx_699,late_night,1,home,work,5.35
ctx_700,late_night,21,outdoor,work,4.98
ctx_701,late_night,22,gym,morning,2.48
ctx_702,late_night,23,store,late_night,4.69
ctx_703,morning,5,cafe,late_night,2.98
ctx_704,morning,7,outdoor,afternoon,3.9
ctx_705,evening,20,cafe,post_gym,2.84
ctx_706,afternoon,16,outdoor,afternoon,3.58
ctx_707,morning,11,store,morning,4.44
ctx_708,afternoon,12,gym,afternoon,2.69
ctx_709,late_night,21,home,late_night,5.74
ctx_710,late_night,2,home,post_gym,3.02
ctx_711,afternoon,16,cafe,afternoon,2.33
ctx_712,morning,10,home,late_night,1.21
ctx_713,morning,5,home,late_night,3.27
ctx_714,afternoon,15,store,work,3.61
ctx_715,morning,11,bar,afternoon,1.08
ctx_716,afternoon,14,outdoor,work,1.6
ctx_717,morning,5,store,morning,2.71
ctx_718,late_night,22,work,evening,2.74
ctx_719,morning,11,bar,morning,4.23
ctx_720,morning,6,cafe,evening,4.38
ctx_721,morning,10,home,evening,4.9
ctx_722,morning,7,gym,afternoon,1.76
ctx_723,morning,7,bar,morning,2.14
ctx_724,late_night,1,work,late_night,3.37
ctx_725,late_night,22,cafe,social,3.91
ctx_726,morning,7,home,evening,4.93
ctx_727,evening,19,work,post_gym,5.81
ctx_728,late_night,21,home,work,2.13
ctx_729,morning,11,store,social,5.48
ctx_730,morning,9,bar,morning,2.38
ctx_731,afternoon,12,gym,late_night,2.94
ctx_732,morning,10,bar,work,2.73
ctx_733,evening,19,outdoor,afternoon,3.35
ctx_734,afternoon,14,store,work,4.45
ctx_735,afternoon,16,work,morning,3.49
ctx_736,morning,8,bar,afternoon,3.08
ctx_737,morning,5,bar,social,2.21
ctx_738,evening,20,outdoor,morning,4.1
ctx_739,late_night,21,outdoor,social,3.73
ctx_740,afternoon,13,gym,evening,1.22
ctx_741,morning,5,gym,late_night,5.49
ctx_742,morning,11,home,work,5.91
ctx_743,afternoon,12,work,post_gym,2.96
ctx_744,morning,11,outdoor,work,1.98
ctx_745,late_night,2,cafe,post_gym,5.91
ctx_746,morning,11,bar,morning,3.18
ctx_747,evening,18,store,evening,2.07
ctx_748,evening,17,work,afternoon,1.95
ctx_749,evening,18,gym,post_gym,2.78
ctx_750,afternoon,16,bar,post_gym,3.61
ctx_751,late_night,1,work,evening,2.96
ctx_752,morning,9,outdoor,late_night,2.24
ctx_753,late_night,0,bar,evening,4.91
ctx_754,evening,19,work,afternoon,5.28
ctx_755,morning,11,home,morning,1.05
ctx_756,late_night,4,cafe,late_night,2.14
ctx_757,morning,10,gym,social,2.61
ctx_758,late_night,1,store,post_gym,2.27
ctx_759,late_night,2,cafe,morning,1.0
ctx_760,late_night,3,home,afternoon,2.99
ctx_761,late_night,1,bar,work,1.22
ctx_762,morning,6,home,post_gym,2.96
ctx_763,evening,20,outdoor,post_gym,1.29
ctx_764,morning,6,bar,social,2.79
ctx_765,evening,17,gym,late_night,2.93
ctx_766,evening,20,bar,social,4.28
ctx_767,evening,17,home,social,5.39
ctx_768,evening,19,cafe,evening,3.53
ctx_769,morning,10,home,work,2.14
ctx_770,late_night,0,home,afternoon,5.33
ctx_771,afternoon,12,home,morning,3.16
ctx_772,morning,10,bar,morning,3.58
ctx_773,evening,18,bar,morning,2.77
ctx_774,afternoon,14,store,evening,5.23
ctx_775,late_night,4,gym,afternoon,4.9
ctx_776,morning,9,cafe,evening,3.72
ctx_777,afternoon,12,gym,work,2.48
ctx_778,afternoon,15,store,afternoon,2.04
ctx_779,late_night,3,work,evening,5.4
ctx_780,late_night,0,bar,evening,5.05
ctx_781,morning,7,store,morning,4.63
ctx_782,late_night,23,work,late_night,1.76
ctx_783,afternoon,16,store,morning,2.41
ctx_784,late_night,22,gym,morning,2.96
ctx_785,evening,20,outdoor,work,1.0
ctx_786,late_night,21,outdoor,morning,4.62
ctx_787,morning,7,store,evening,2.52
ctx_788,evening,19,bar,post_gym,1.26
ctx_789,late_night,3,cafe,late_night,2.12
ctx_790,late_night,3,store,work,5.24
ctx_791,late_night,22,work,social,5.48
ctx_792,late_night,4,home,post_gym,2.36
ctx_793,afternoon,15,bar,evening,5.03
ctx_794,morning,6,outdoor,morning,3.71
ctx_795,morning,7,home,post_gym,3.07
ctx_796,morning,9,work,post_gym,2.35
ctx_797,morning,8,home,post_gym,4.14
ctx_798,late_night,21,home,work,4.01
ctx_799,evening,19,store,work,1.65
ctx_800,late_night,4,outdoor,work,3.57
ctx_801,evening,18,cafe,work,5.66
ctx_802,late_night,23,work,evening,4.57
ctx_803,morning,5,home,evening,4.47
ctx_804,morning,6,gym,afternoon,2.72
ctx_805,late_night,1,bar,work,1.98
ctx_806,afternoon,12,outdoor,afternoon,4.33
ctx_807,evening,20,bar,work,4.51
ctx_808,morning,11,store,morning,5.74
ctx_809,late_night,0,home,post_gym,3.41
ctx_810,late_night,3,cafe,social,1.08
ctx_811,morning,10,cafe,post_gym,1.06
ctx_812,late_night,0,outdoor,social,3.19
ctx_813,late_night,3,bar,morning,5.09
ctx_814,late_night,0,home,post_gym,3.15
ctx_815,late_night,4,bar,afternoon,1.59
ctx_816,afternoon,15,outdoor,post_gym,5.76
ctx_817,afternoon,15,bar,post_gym,5.33
ctx_818,evening,19,store,late_night,4.13
ctx_819,late_night,1,outdoor,post_gym,3.51
ctx_820,morning,7,store,afternoon,4.12
ctx_821,late_night,2,work,evening,5.53
ctx_822,evening,17,cafe,late_night,1.93
ctx_823,morning,11,outdoor,morning,2.53
ctx_824,morning,11,home,afternoon,2.67
ctx_825,afternoon,13,gym,afternoon,2.24
ctx_826,late_night,0,outdoor,social,3.16
ctx_827,evening,18,outdoor,morning,1.36
ctx_828,afternoon,14,store,late_night,5.91
ctx_829,evening,19,outdoor,evening,4.16
ctx_830,afternoon,13,store,post_gym,4.93
ctx_831,late_night,23,cafe,morning,2.63
ctx_832,morning,9,home,work,1.06
ctx_833,morning,9,home,social,5.85
ctx_834,late_night,4,cafe,afternoon,3.78
ctx_835,evening,17,work,late_night,3.11
ctx_836,afternoon,16,cafe,evening,2.32
ctx_837,morning,9,work,work,4.7
ctx_838,late_night,1,cafe,social,4.45
ctx_839,morning,10,store,evening,1.86
ctx_840,afternoon,14,outdoor,late_night,2.49
ctx_841,late_night,21,cafe,late_night,3.29
ctx_842,late_night,2,store,social,2.34
ctx_843,late_night,1,outdoor,post_gym,2.87
ctx_844,morning,9,home,work,4.36
ctx_845,morning,5,home,post_gym,2.36
ctx_846,late_night,1,gym,late_night,5.73
ctx_847,morning,9,gym,evening,2.07
ctx_848,evening,18,gym,post_gym,4.86
ctx_849,late_night,3,work,afternoon,4.4
ctx_850,late_night,0,home,morning,3.91
ctx_851,afternoon,16,home,late_night,5.7
ctx_852,morning,9,cafe,work,5.2
ctx_853,morning,9,outdoor,afternoon,1.51
ctx_854,evening,17,bar,afternoon,2.64
ctx_855,evening,19,bar,morning,5.57
ctx_856,afternoon,14,store,late_night,3.17
ctx_857,morning,8,bar,social,5.98
ctx_858,afternoon,16,bar,work,4.35
ctx_859,evening,17,cafe,morning,1.46
ctx_860,afternoon,16,gym,evening,1.25
ctx_861,evening,19,store,evening,2.78
ctx_862,afternoon,13,gym,post_gym,2.24
ctx_863,morning,7,bar,morning,3.12
ctx_864,late_night,0,bar,social,2.86
ctx_865,late_night,22,work,social,5.03
ctx_866,evening,18,cafe,post_gym,2.42
ctx_867,late_night,23,outdoor,post_gym,4.08
ctx_868,late_night,0,store,post_gym,3.61
ctx_869,evening,18,outdoor,social,3.14
ctx_870,morning,5,bar,work,2.67
ctx_871,late_night,0,outdoor,morning,4.33
ctx_872,late_night,23,bar,morning,3.06
ctx_873,morning,10,bar,late_night,5.17
ctx_874,morning,7,cafe,social,4.25
ctx_875,late_night,4,store,late_night,3.1
ctx_876,late_night,21,bar,social,1.11
ctx_877,late_night,3,outdoor,evening,1.28
ctx_878,late_night,21,cafe,late_night,1.53
ctx_879,late_night,22,bar,afternoon,1.06
ctx_880,late_night,0,outdoor,afternoon,1.56
ctx_881,late_night,4,home,social,5.71
ctx_882,evening,17,store,post_gym,5.07
ctx_883,evening,19,bar,post_gym,5.03
ctx_884,late_night,0,cafe,late_night,2.25
ctx_885,late_night,23,work,evening,2.27
ctx_886,evening,19,home,morning,2.54
ctx_887,late_night,22,gym,late_night,4.16
ctx_888,afternoon,16,work,social,5.71
ctx_889,late_night,0,home,morning,5.52
ctx_890,morning,5,bar,morning,3.52
ctx_891,late_night,21,home,afternoon,4.97
ctx_892,late_night,22,home,late_night,5.29
ctx_893,late_night,2,outdoor,work,1.07
ctx_894,morning,8,gym,evening,4.37
ctx_895,afternoon,12,outdoor,late_night,2.15
ctx_896,late_night,22,gym,work,4.7
ctx_897,evening,20,work,morning,4.66
ctx_898,evening,17,outdoor,afternoon,3.71
ctx_899,afternoon,16,outdoor,post_gym,4.66
ctx_900,evening,18,outdoor,social,2.77
ctx_901,evening,18,cafe,social,3.6
ctx_902,morning,10,outdoor,evening,1.29
ctx_903,late_night,21,store,post_gym,2.68
ctx_904,late_night,23,bar,morning,3.07
ctx_905,late_night,0,outdoor,work,3.7
ctx_906,morning,9,store,social,1.86
ctx_907,evening,17,work,post_gym,3.73
ctx_908,late_night,0,work,morning,3.66
ctx_909,afternoon,12,home,morning,1.59
ctx_910,morning,6,work,work,2.03
ctx_911,late_night,4,work,work,4.39
ctx_912,afternoon,16,store,morning,4.88
ctx_913,afternoon,16,bar,work,4.37
ctx_914,late_night,2,store,morning,4.14
ctx_915,afternoon,15,home,afternoon,4.62
ctx_916,late_night,23,home,morning,5.11
ctx_917,afternoon,15,home,post_gym,1.64
ctx_918,late_night,21,home,evening,3.26
ctx_919,evening,18,bar,social,3.02
ctx_920,afternoon,14,bar,post_gym,1.38
ctx_921,morning,7,work,post_gym,2.4
ctx_922,late_night,1,outdoor,afternoon,2.95
ctx_923,morning,7,cafe,evening,1.33
ctx_924,afternoon,16,gym,social,2.88
ctx_925,afternoon,12,outdoor,evening,2.16
ctx_926,morning,9,gym,post_gym,2.1
ctx_927,late_night,21,outdoor,post_gym,4.53
ctx_928,late_night,3,bar,late_night,4.61
ctx_929,morning,10,bar,afternoon,2.09
ctx_930,afternoon,16,home,late_night,4.16
ctx_931,late_night,1,gym,evening,1.24
ctx_932,late_night,3,home,social,3.74
ctx_933,afternoon,15,gym,afternoon,5.02
ctx_934,evening,19,home,post_gym,4.36
ctx_935,morning,11,gym,post_gym,1.85
ctx_936,morning,8,store,late_night,2.95
ctx_937,afternoon,16,store,evening,3.99
ctx_938,late_night,3,work,morning,3.71
ctx_939,morning,9,cafe,social,3.07
ctx_940,morning,10,outdoor,post_gym,1.93
ctx_941,afternoon,12,bar,social,3.12
ctx_942,morning,11,work,late_night,4.73
ctx_943,afternoon,15,home,social,4.48
ctx_944,morning,11,bar,social,3.25
ctx_945,afternoon,16,outdoor,afternoon,3.67
ctx_946,late_night,2,outdoor,post_gym,4.18
ctx_947,late_night,0,outdoor,morning,5.13
ctx_948,evening,20,work,afternoon,2.09
ctx_949,late_night,3,store,afternoon,1.32
ctx_950,evening,20,store,evening,4.89
ctx_951,late_night,22,store,afternoon,4.93
ctx_952,late_night,4,cafe,late_night,1.75
ctx_953,morning,7,home,morning,2.3
ctx_954,morning,5,gym,morning,5.44
ctx_955,afternoon,14,gym,late_night,1.19
ctx_956,evening,17,outdoor,work,5.49
ctx_957,late_night,23,store,morning,3.18
ctx_958,afternoon,12,outdoor,social,5.22
ctx_959,morning,10,home,afternoon,4.53
ctx_960,morning,5,bar,late_night,5.52
ctx_961,morning,9,bar,morning,3.33
ctx_962,afternoon,14,gym,morning,1.65
ctx_963,evening,19,bar,post_gym,5.25
ctx_964,late_night,21,bar,afternoon,2.56
ctx_965,afternoon,15,gym,post_gym,1.08
ctx_966,afternoon,13,work,work,4.81
ctx_967,late_night,22,store,post_gym,1.03
ctx_968,late_night,2,gym,morning,3.01
ctx_969,evening,18,home,late_night,5.95
ctx_970,evening,18,bar,social,4.54
ctx_971,morning,10,home,late_night,3.85
ctx_972,late_night,22,bar,afternoon,2.86
ctx_973,late_night,4,store,post_gym,3.35
ctx_974,evening,20,cafe,social,4.25
ctx_975,afternoon,16,work,late_night,5.7
ctx_976,afternoon,13,bar,post_gym,5.16
ctx_977,late_night,22,outdoor,social,1.55
ctx_978,morning,10,gym,late_night,3.5
ctx_979,morning,8,bar,evening,5.87
ctx_980,late_night,21,work,afternoon,1.78
ctx_981,morning,6,cafe,work,1.9
ctx_982,morning,11,outdoor,afternoon,3.9
ctx_983,afternoon,16,gym,afternoon,1.85
ctx_984,evening,19,work,work,4.05
ctx_985,morning,10,store,late_night,3.27
ctx_986,evening,19,outdoor,afternoon,3.68
ctx_987,late_night,23,work,afternoon,5.41
ctx_988,late_night,1,gym,work,2.39
ctx_989,late_night,3,outdoor,social,4.7
ctx_990,morning,11,bar,afternoon,4.51
ctx_991,morning,7,work,afternoon,5.58
ctx_992,evening,19,cafe,evening,5.41
ctx_993,morning,10,store,morning,5.88
ctx_994,late_night,23,bar,morning,5.0
ctx_995,morning,8,bar,post_gym,1.15
ctx_996,morning,9,home,evening,4.02
ctx_997,morning,7,store,evening,4.88
ctx_998,afternoon,13,cafe,late_night,1.34
ctx_999,late_night,22,cafe,work,4.35
