log_id,timestamp,product_id,segment_id,context_id,preference_value,rating,liked
log_0904,2024-01-14 19:00:00,prod_097,seg_07,ctx_834,0.709,4,1
log_0905,2024-01-04 16:00:00,prod_054,seg_05,ctx_199,0.409,3,0
log_0906,2024-01-21 12:00:00,prod_026,seg_03,ctx_214,0.488,3,0
log_0907,2024-01-09 06:00:00,prod_025,seg_02,ctx_715,0.605,3,1
log_0908,2024-01-10 08:00:00,prod_029,seg_02,ctx_886,0.688,4,1
log_0909,2024-01-12 12:00:00,prod_042,seg_03,ctx_320,0.599,3,0
log_0910,2024-01-27 10:00:00,prod_009,seg_00,ctx_187,0.925,5,1
log_0911,2024-01-08 12:00:00,prod_078,seg_04,ctx_777,0.444,3,0
log_0912,2024-01-01 06:00:00,prod_039,seg_02,ctx_542,0.826,4,1
log_0913,2024-01-06 23:00:00,prod_017,seg_06,ctx_326,0.587,3,0
log_0914,2024-01-28 18:00:00,prod_063,seg_00,ctx_099,0.462,3,0
log_0915,2024-01-22 19:00:00,prod_039,seg_05,ctx_566,0.847,4,1
log_0916,2024-01-21 04:00:00,prod_084,seg_05,ctx_801,0.349,2,0
log_0917,2024-01-13 23:00:00,prod_026,seg_01,ctx_275,0.322,2,0
log_0918,2024-01-20 10:00:00,prod_058,seg_00,ctx_767,0.49,3,0
log_0919,2024-01-07 09:00:00,prod_005,seg_00,ctx_877,0.585,3,0
log_0920,2024-01-08 08:00:00,prod_074,seg_00,ctx_939,0.955,5,1
log_0921,2024-01-19 15:00:00,prod_015,seg_08,ctx_949,0.579,3,0
log_0922,2024-01-19 02:00:00,prod_052,seg_02,ctx_040,0.576,3,0
log_0923,2024-01-14 11:00:00,prod_053,seg_01,ctx_101,0.747,4,1
log_0924,2024-01-18 12:00:00,prod_008,seg_06,ctx_721,0.647,4,1
log_0925,2024-01-14 06:00:00,prod_052,seg_01,ctx_108,0.689,4,1
log_0926,2024-01-13 19:00:00,prod_071,seg_03,ctx_816,0.98,5,1
log_0927,2024-01-12 08:00:00,prod_049,seg_04,ctx_591,0.832,4,1
log_0928,2024-01-04 03:00:00,prod_014,seg_07,ctx_850,0.738,4,1
log_0929,2024-01-13 16:00:00,prod_016,seg_05,ctx_119,0.89,5,1
log_0930,2024-01-12 05:00:00,prod_050,seg_05,ctx_131,0.575,3,0
log_0931,2024-01-12 21:00:00,prod_041,seg_06,ctx_404,0.699,4,1
log_0932,2024-01-01 23:00:00,prod_010,seg_01,ctx_363,0.761,4,1
log_0933,2024-01-05 12:00:00,prod_052,seg_08,ctx_071,0.556,3,0
log_0934,2024-01-14 18:00:00,prod_077,seg_04,ctx_213,0.545,3,0
log_0935,2024-01-08 08:00:00,prod_025,seg_00,ctx_286,0.644,4,1
log_0936,2024-01-29 16:00:00,prod_078,seg_00,ctx_518,0.793,4,1
log_0937,2024-01-27 07:00:00,prod_089,seg_00,ctx_372,0.738,4,1
log_0938,2024-01-10 11:00:00,prod_032,seg_04,ctx_546,0.425,3,0
log_0939,2024-01-11 07:00:00,prod_023,seg_06,ctx_847,0.723,4,1
log_0940,2024-01-13 16:00:00,prod_085,seg_00,ctx_775,0.489,3,0
log_0941,2024-01-03 22:00:00,prod_038,seg_06,ctx_480,0.716,4,1
log_0942,2024-01-18 05:00:00,prod_006,seg_08,ctx_047,0.59,3,0
log_0943,2024-01-03 03:00:00,prod_055,seg_07,ctx_268,0.308,2,0
log_0944,2024-01-07 16:00:00,prod_017,seg_03,ctx_945,0.377,3,0
log_0945,2024-01-22 13:00:00,prod_056,seg_02,ctx_295,0.479,3,0
log_0946,2024-01-16 21:00:00,prod_048,seg_09,ctx_087,0.334,2,0
log_0947,2024-01-29 15:00:00,prod_037,seg_07,ctx_876,0.75,4,1
log_0948,2024-01-29 19:00:00,prod_000,seg_00,ctx_699,0.456,3,0
log_0949,2024-01-22 23:00:00,prod_029,seg_07,ctx_078,0.733,4,1
log_0950,2024-01-28 18:00:00,prod_040,seg_03,ctx_882,0.882,5,1
log_0951,2024-01-28 06:00:00,prod_044,seg_04,ctx_949,0.943,5,1
log_0952,2024-01-10 19:00:00,prod_009,seg_01,ctx_498,0.349,2,0
log_0953,2024-01-23 17:00:00,prod_070,seg_04,ctx_016,0.51,3,0
log_0954,2024-01-04 10:00:00,prod_090,seg_00,ctx_473,0.938,5,1
log_0955,2024-01-29 15:00:00,prod_003,seg_01,ctx_698,0.375,2,0
log_0956,2024-01-14 08:00:00,prod_018,seg_02,ctx_994,0.447,3,0
log_0957,2024-01-14 18:00:00,prod_095,seg_07,ctx_955,0.623,3,1
log_0958,2024-01-24 04:00:00,prod_007,seg_00,ctx_219,0.433,3,0
log_0959,2024-01-06 18:00:00,prod_066,seg_03,ctx_615,0.316,2,0
log_0960,2024-01-27 08:00:00,prod_016,seg_00,ctx_157,0.624,3,1
log_0961,2024-01-09 14:00:00,prod_003,seg_02,ctx_933,1.0,5,1
log_0962,2024-01-21 00:00:00,prod_096,seg_08,ctx_770,0.663,4,1
log_0963,2024-01-29 08:00:00,prod_035,seg_03,ctx_277,0.821,4,1
log_0964,2024-01-30 11:00:00,prod_077,seg_05,ctx_929,0.645,4,1
log_0965,2024-01-09 04:00:00,prod_062,seg_03,ctx_012,0.795,4,1
log_0966,2024-01-10 18:00:00,prod_079,seg_05,ctx_940,0.896,5,1
log_0967,2024-01-19 19:00:00,prod_004,seg_06,ctx_032,0.41,3,0
log_0968,2024-01-15 16:00:00,prod_090,seg_05,ctx_087,0.436,3,0
log_0969,2024-01-29 10:00:00,prod_003,seg_07,ctx_970,0.838,4,1
log_0970,2024-01-14 10:00:00,prod_017,seg_03,ctx_371,0.746,4,1
log_0971,2024-01-02 08:00:00,prod_065,seg_02,ctx_646,0.606,3,1
log_0972,2024-01-13 09:00:00,prod_057,seg_00,ctx_486,0.935,5,1
log_0973,2024-01-25 09:00:00,prod_032,seg_09,ctx_808,0.729,4,1
log_0974,2024-01-27 13:00:00,prod_016,seg_04,ctx_362,0.504,3,0
log_0975,2024-01-22 21:00:00,prod_050,seg_08,ctx_462,0.728,4,1
log_0976,2024-01-01 12:00:00,prod_006,seg_01,ctx_291,0.459,3,0
log_0977,2024-01-04 08:00:00,prod_012,seg_02,ctx_559,0.337,2,0
log_0978,2024-01-25 20:00:00,prod_012,seg_08,ctx_030,0.467,3,0
log_0979,2024-01-23 16:00:00,prod_005,seg_06,ctx_414,0.397,3,0
log_0980,2024-01-08 20:00:00,prod_032,seg_02,ctx_552,0.866,4,1
log_0981,2024-01-22 16:00:00,prod_067,seg_03,ctx_742,0.853,4,1
log_0982,2024-01-09 13:00:00,prod_042,seg_02,ctx_490,0.804,4,1
log_0983,2024-01-24 13:00:00,prod_040,seg_07,ctx_277,0.645,4,1
log_0984,2024-01-12 17:00:00,prod_022,seg_09,ctx_136,0.492,3,0
log_0985,2024-01-11 01:00:00,prod_018,seg_04,ctx_517,0.783,4,1
log_0986,2024-01-09 22:00:00,prod_059,seg_01,ctx_183,0.449,3,0
log_0987,2024-01-21 04:00:00,prod_097,seg_06,ctx_799,0.734,4,1
log_0988,2024-01-07 03:00:00,prod_085,seg_01,ctx_062,0.336,2,0
log_0989,2024-01-20 04:00:00,prod_006,seg_05,ctx_203,0.697,4,1
log_0990,2024-01-09 01:00:00,prod_026,seg_09,ctx_712,0.602,3,1
log_0991,2024-01-07 05:00:00,prod_048,seg_01,ctx_510,0.386,3,0
log_0992,2024-01-19 09:00:00,prod_062,seg_06,ctx_567,0.815,4,1
log_0993,2024-01-27 19:00:00,prod_060,seg_07,ctx_431,0.866,4,1
log_0994,2024-01-23 22:00:00,prod_018,seg_09,ctx_714,0.548,3,0
log_0995,2024-01-17 13:00:00,prod_063,seg_03,ctx_321,0.413,3,0
log_0996,2024-01-15 16:00:00,prod_004,seg_02,ctx_840,0.798,4,1
log_0997,2024-01-20 00:00:00,prod_051,seg_05,ctx_843,0.392,3,0
log_0998,2024-01-26 08:00:00,prod_011,seg_08,ctx_815,0.619,3,1
log_0999,2024-01-07 19:00:00,prod_007,seg_03,ctx_316,0.889,5,1
log_1000,2024-01-26 09:00:00,prod_064,seg_04,ctx_102,0.608,3,1
log_1001,2024-01-13 08:00:00,prod_048,seg_07,ctx_662,0.458,3,0
log_1002,2024-01-26 07:00:00,prod_058,seg_09,ctx_194,0.742,4,1
log_1003,2024-01-12 08:00:00,prod_099,seg_05,ctx_909,0.631,4,1
log_1004,2024-01-29 03:00:00,prod_035,seg_00,ctx_397,0.843,4,1
log_1005,2024-01-18 11:00:00,prod_010,seg_01,ctx_901,0.497,3,0
log_1006,2024-01-16 08:00:00,prod_097,seg_07,ctx_320,0.437,3,0
log_1007,2024-01-19 23:00:00,prod_003,seg_01,ctx_464,0.416,3,0
log_1008,2024-01-10 02:00:00,prod_066,seg_09,ctx_685,0.578,3,0
log_1009,2024-01-25 20:00:00,prod_038,seg_00,ctx_235,0.737,4,1
log_1010,2024-01-02 17:00:00,prod_039,seg_00,ctx_894,0.612,3,1
log_1011,2024-01-05 13:00:00,prod_027,seg_06,ctx_658,0.473,3,0
log_1012,2024-01-08 05:00:00,prod_080,seg_08,ctx_902,0.397,3,0
log_1013,2024-01-23 04:00:00,prod_055,seg_00,ctx_835,0.318,2,0
log_1014,2024-01-22 16:00:00,prod_030,seg_09,ctx_818,0.326,2,0
log_1015,2024-01-04 11:00:00,prod_005,seg_02,ctx_055,0.598,3,0
log_1016,2024-01-03 08:00:00,prod_046,seg_08,ctx_763,0.936,5,1
log_1017,2024-01-23 10:00:00,prod_024,seg_06,ctx_048,0.456,3,0
log_1018,2024-01-14 03:00:00,prod_015,seg_04,ctx_778,0.649,4,1
log_1019,2024-01-10 05:00:00,prod_055,seg_02,ctx_697,0.664,4,1
log_1020,2024-01-13 11:00:00,prod_076,seg_07,ctx_207,0.42,3,0
log_1021,2024-01-24 11:00:00,prod_001,seg_07,ctx_982,0.604,3,1
log_1022,2024-01-30 17:00:00,prod_039,seg_02,ctx_687,0.462,3,0
log_1023,2024-01-07 02:00:00,prod_071,seg_03,ctx_538,0.696,4,1
log_1024,2024-01-03 21:00:00,prod_086,seg_06,ctx_733,0.853,4,1
log_1025,2024-01-30 11:00:00,prod_041,seg_08,ctx_721,0.326,2,0
log_1026,2024-01-26 21:00:00,prod_075,seg_04,ctx_695,0.85,4,1
log_1027,2024-01-23 16:00:00,prod_077,seg_02,ctx_184,0.369,2,0
log_1028,2024-01-30 02:00:00,prod_090,seg_06,ctx_662,0.671,4,1
log_1029,2024-01-11 00:00:00,prod_040,seg_03,ctx_005,0.603,3,1
log_1030,2024-01-14 18:00:00,prod_015,seg_05,ctx_514,0.531,3,0
log_1031,2024-01-08 06:00:00,prod_031,seg_03,ctx_039,0.762,4,1
log_1032,2024-01-30 20:00:00,prod_047,seg_06,ctx_213,0.392,3,0
log_1033,2024-01-25 16:00:00,prod_058,seg_00,ctx_201,0.794,4,1
log_1034,2024-01-20 11:00:00,prod_083,seg_04,ctx_947,0.81,4,1
log_1035,2024-01-25 23:00:00,prod_060,seg_07,ctx_298,0.47,3,0
log_1036,2024-01-13 17:00:00,prod_031,seg_03,ctx_335,0.846,4,1
log_1037,2024-01-08 11:00:00,prod_097,seg_02,ctx_063,0.692,4,1
log_1038,2024-01-18 05:00:00,prod_076,seg_01,ctx_042,0.347,2,0
log_1039,2024-01-13 04:00:00,prod_014,seg_01,ctx_115,0.884,5,1
log_1040,2024-01-14 07:00:00,prod_008,seg_06,ctx_635,0.488,3,0
log_1041,2024-01-08 02:00:00,prod_063,seg_04,ctx_511,0.545,3,0
log_1042,2024-01-04 14:00:00,prod_011,seg_08,ctx_155,0.393,3,0
log_1043,2024-01-03 09:00:00,prod_094,seg_04,ctx_808,0.708,4,1
log_1044,2024-01-09 23:00:00,prod_021,seg_08,ctx_650,0.883,5,1
log_1045,2024-01-07 14:00:00,prod_013,seg_02,ctx_405,0.735,4,1
log_1046,2024-01-14 19:00:00,prod_015,seg_05,ctx_321,0.878,5,1
log_1047,2024-01-09 08:00:00,prod_039,seg_05,ctx_527,0.529,3,0
log_1048,2024-01-16 06:00:00,prod_067,seg_07,ctx_337,0.649,4,1
log_1049,2024-01-11 22:00:00,prod_036,seg_05,ctx_063,0.434,3,0
log_1050,2024-01-27 01:00:00,prod_042,seg_00,ctx_001,0.748,4,1
log_1051,2024-01-23 01:00:00,prod_050,seg_03,ctx_352,0.437,3,0
log_1052,2024-01-09 19:00:00,prod_080,seg_00,ctx_138,0.938,5,1
log_1053,2024-01-02 20:00:00,prod_074,seg_07,ctx_239,0.608,3,1
log_1054,2024-01-12 02:00:00,prod_066,seg_04,ctx_423,0.581,3,0
log_1055,2024-01-23 23:00:00,prod_052,seg_00,ctx_611,0.688,4,1
log_1056,2024-01-25 22:00:00,prod_013,seg_07,ctx_484,0.726,4,1
log_1057,2024-01-27 12:00:00,prod_041,seg_02,ctx_346,0.505,3,0
log_1058,2024-01-05 15:00:00,prod_094,seg_01,ctx_354,0.898,5,1
log_1059,2024-01-05 17:00:00,prod_037,seg_00,ctx_489,0.736,4,1
log_1060,2024-01-03 18:00:00,prod_034,seg_07,ctx_676,0.89,5,1
log_1061,2024-01-16 02:00:00,prod_085,seg_07,ctx_619,0.629,4,1
log_1062,2024-01-14 09:00:00,prod_022,seg_02,ctx_981,0.836,4,1
log_1063,2024-01-20 21:00:00,prod_064,seg_02,ctx_232,0.334,2,0
log_1064,2024-01-29 15:00:00,prod_098,seg_08,ctx_610,0.363,2,0
log_1065,2024-01-11 17:00:00,prod_071,seg_02,ctx_123,0.843,4,1
log_1066,2024-01-24 11:00:00,prod_089,seg_08,ctx_040,0.353,2,0
log_1067,2024-01-11 03:00:00,prod_065,seg_01,ctx_839,0.563,3,0
log_1068,2024-01-10 04:00:00,prod_034,seg_06,ctx_679,0.49,3,0
log_1069,2024-01-15 22:00:00,prod_064,seg_08,ctx_100,0.457,3,0
log_1070,2024-01-08 14:00:00,prod_022,seg_09,ctx_874,0.348,2,0
log_1071,2024-01-23 05:00:00,prod_033,seg_04,ctx_961,0.576,3,0
log_1072,2024-01-12 10:00:00,prod_005,seg_07,ctx_048,0.519,3,0
log_1073,2024-01-23 10:00:00,prod_038,seg_00,ctx_921,0.812,4,1
log_1074,2024-01-13 11:00:00,prod_037,seg_09,ctx_276,0.833,4,1
log_1075,2024-01-27 15:00:00,prod_016,seg_02,ctx_161,0.55,3,0
log_1076,2024-01-12 06:00:00,prod_008,seg_07,ctx_329,0.837,4,1
log_1077,2024-01-16 20:00:00,prod_071,seg_08,ctx_637,0.694,4,1
log_1078,2024-01-08 03:00:00,prod_096,seg_00,ctx_693,0.482,3,0
log_1079,2024-01-07 08:00:00,prod_024,seg_02,ctx_812,0.388,3,0
log_1080,2024-01-11 17:00:00,prod_081,seg_03,ctx_600,0.617,3,1
log_1081,2024-01-12 07:00:00,prod_086,seg_02,ctx_881,0.973,5,1
log_1082,2024-01-11 18:00:00,prod_019,seg_05,ctx_331,0.321,2,0
log_1083,2024-01-01 15:00:00,prod_045,seg_02,ctx_121,0.554,3,0
log_1084,2024-01-27 20:00:00,prod_048,seg_04,ctx_133,0.748,4,1
log_1085,2024-01-19 00:00:00,prod_051,seg_05,ctx_702,0.636,4,1
log_1086,2024-01-23 05:00:00,prod_014,seg_09,ctx_264,0.718,4,1
log_1087,2024-01-06 19:00:00,prod_051,seg_03,ctx_280,0.669,4,1
log_1088,2024-01-01 20:00:00,prod_000,seg_01,ctx_014,0.83,4,1
log_1089,2024-01-30 06:00:00,prod_003,seg_04,ctx_906,0.735,4,1
log_1090,2024-01-29 04:00:00,prod_035,seg_04,ctx_002,0.667,4,1
log_1091,2024-01-23 19:00:00,prod_097,seg_08,ctx_385,0.574,3,0
log_1092,2024-01-25 11:00:00,prod_021,seg_07,ctx_338,0.367,2,0
log_1093,2024-01-11 19:00:00,prod_075,seg_04,ctx_244,0.631,4,1
log_1094,2024-01-18 15:00:00,prod_096,seg_01,ctx_113,0.725,4,1
log_1095,2024-01-28 05:00:00,prod_053,seg_06,ctx_244,0.785,4,1
log_1096,2024-01-19 06:00:00,prod_066,seg_06,ctx_996,0.843,4,1
log_1097,2024-01-07 01:00:00,prod_069,seg_03,ctx_937,0.556,3,0
log_1098,2024-01-12 08:00:00,prod_080,seg_01,ctx_686,0.567,3,0
log_1099,2024-01-13 06:00:00,prod_093,seg_03,ctx_503,0.49,3,0
log_1100,2024-01-08 11:00:00,prod_061,seg_05,ctx_000,0.33,2,0
log_1101,2024-01-26 08:00:00,prod_011,seg_09,ctx_141,0.888,5,1
log_1102,2024-01-26 04:00:00,prod_036,seg_07,ctx_105,0.355,2,0
log_1103,2024-01-25 04:00:00,prod_044,seg_00,ctx_694,0.892,5,1
log_1104,2024-01-30 19:00:00,prod_021,seg_00,ctx_138,0.466,3,0
log_1105,2024-01-23 20:00:00,prod_014,seg_09,ctx_716,0.792,4,1
log_1106,2024-01-28 10:00:00,prod_039,seg_04,ctx_527,0.59,3,0
log_1107,2024-01-18 13:00:00,prod_042,seg_01,ctx_770,0.319,2,0
log_1108,2024-01-24 20:00:00,prod_077,seg_06,ctx_186,0.412,3,0
log_1109,2024-01-05 23:00:00,prod_037,seg_09,ctx_046,0.442,3,0
log_1110,2024-01-17 00:00:00,prod_034,seg_08,ctx_869,0.503,3,0
log_1111,2024-01-15 10:00:00,prod_016,seg_00,ctx_348,0.507,3,0
log_1112,2024-01-02 10:00:00,prod_012,seg_03,ctx_337,0.852,4,1
log_1113,2024-01-12 08:00:00,prod_094,seg_02,ctx_049,0.426,3,0
log_1114,2024-01-21 02:00:00,prod_073,seg_09,ctx_444,0.73,4,1
log_1115,2024-01-05 07:00:00,prod_017,seg_05,ctx_523,0.363,2,0
log_1116,2024-01-20 08:00:00,prod_092,seg_09,ctx_627,0.396,3,0
log_1117,2024-01-12 14:00:00,prod_097,seg_08,ctx_681,0.723,4,1
log_1118,2024-01-12 03:00:00,prod_072,seg_04,ctx_283,0.836,4,1
log_1119,2024-01-01 04:00:00,prod_087,seg_03,ctx_430,0.382,3,0
log_1120,2024-01-16 04:00:00,prod_025,seg_03,ctx_606,0.591,3,0
log_1121,2024-01-09 18:00:00,prod_093,seg_00,ctx_117,0.473,3,0
log_1122,2024-01-07 16:00:00,prod_023,seg_09,ctx_263,0.643,4,1
log_1123,2024-01-11 10:00:00,prod_021,seg_03,ctx_988,0.417,3,0
log_1124,2024-01-29 22:00:00,prod_074,seg_09,ctx_466,0.537,3,0
log_1125,2024-01-26 23:00:00,prod_014,seg_01,ctx_946,0.607,3,1
log_1126,2024-01-23 22:00:00,prod_054,seg_01,ctx_697,0.601,3,1
log_1127,2024-01-15 22:00:00,prod_093,seg_09,ctx_321,0.727,4,1
log_1128,2024-01-11 23:00:00,prod_075,seg_08,ctx_285,0.757,4,1
log_1129,2024-01-01 22:00:00,prod_012,seg_09,ctx_057,0.799,4,1
log_1130,2024-01-01 07:00:00,prod_019,seg_03,ctx_312,0.467,3,0
log_1131,2024-01-05 20:00:00,prod_005,seg_00,ctx_084,0.864,4,1
log_1132,2024-01-11 11:00:00,prod_074,seg_07,ctx_000,0.555,3,0
log_1133,2024-01-01 00:00:00,prod_035,seg_05,ctx_913,0.573,3,0
log_1134,2024-01-13 04:00:00,prod_073,seg_00,ctx_509,0.686,4,1
log_1135,2024-01-11 03:00:00,prod_064,seg_02,ctx_163,0.625,3,1
log_1136,2024-01-16 05:00:00,prod_015,seg_09,ctx_383,0.633,4,1
log_1137,2024-01-06 21:00:00,prod_073,seg_08,ctx_110,0.706,4,1
log_1138,2024-01-29 22:00:00,prod_000,seg_06,ctx_970,0.5,3,0
log_1139,2024-01-18 15:00:00,prod_028,seg_07,ctx_083,0.552,3,0
log_1140,2024-01-02 20:00:00,prod_068,seg_05,ctx_084,0.587,3,0
log_1141,2024-01-20 20:00:00,prod_016,seg_07,ctx_925,0.311,2,0
log_1142,2024-01-28 05:00:00,prod_063,seg_06,ctx_819,0.601,3,1
log_1143,2024-01-04 08:00:00,prod_079,seg_03,ctx_552,0.361,2,0
log_1144,2024-01-09 16:00:00,prod_068,seg_01,ctx_900,0.512,3,0
log_1145,2024-01-15 04:00:00,prod_000,seg_03,ctx_893,0.586,3,0
log_1146,2024-01-06 16:00:00,prod_095,seg_04,ctx_078,0.425,3,0
log_1147,2024-01-10 20:00:00,prod_032,seg_02,ctx_629,0.85,4,1
log_1148,2024-01-14 21:00:00,prod_008,seg_09,ctx_781,0.851,4,1
log_1149,2024-01-21 03:00:00,prod_043,seg_08,ctx_722,0.599,3,0
log_1150,2024-01-10 05:00:00,prod_044,seg_06,ctx_537,0.787,4,1
log_1151,2024-01-01 03:00:00,prod_085,seg_02,ctx_885,0.728,4,1
log_1152,2024-01-18 14:00:00,prod_075,seg_01,ctx_926,0.747,4,1
log_1153,2024-01-06 02:00:00,prod_007,seg_04,ctx_513,0.87,4,1
log_1154,2024-01-05 21:00:00,prod_050,seg_01,ctx_477,0.548,3,0
log_1155,2024-01-19 03:00:00,prod_061,seg_01,ctx_785,0.643,4,1
log_1156,2024-01-15 14:00:00,prod_078,seg_06,ctx_152,0.848,4,1
log_1157,2024-01-24 07:00:00,prod_042,seg_01,ctx_125,0.893,5,1
log_1158,2024-01-01 12:00:00,prod_055,seg_08,ctx_163,0.629,4,1
log_1159,2024-01-21 15:00:00,prod_095,seg_01,ctx_863,0.424,3,0
log_1160,2024-01-13 01:00:00,prod_027,seg_05,ctx_755,0.749,4,1
log_1161,2024-01-22 00:00:00,prod_066,seg_00,ctx_061,0.521,3,0
log_1162,2024-01-07 10:00:00,prod_029,seg_04,ctx_382,0.82,4,1
log_1163,2024-01-30 06:00:00,prod_024,seg_08,ctx_299,0.749,4,1
log_1164,2024-01-22 02:00:00,prod_092,seg_07,ctx_062,0.611,3,1
log_1165,2024-01-26 22:00:00,prod_048,seg_02,ctx_196,0.537,3,0
log_1166,2024-01-18 07:00:00,prod_061,seg_05,ctx_827,0.387,3,0
log_1167,2024-01-15 23:00:00,prod_075,seg_04,ctx_600,0.817,4,1
log_1168,2024-01-13 23:00:00,prod_055,seg_02,ctx_226,0.398,3,0
log_1169,2024-01-14 16:00:00,prod_038,seg_08,ctx_825,0.796,4,1
log_1170,2024-01-17 15:00:00,prod_064,seg_05,ctx_233,0.703,4,1
log_1171,2024-01-02 01:00:00,prod_032,seg_03,ctx_224,0.537,3,0
log_1172,2024-01-22 15:00:00,prod_080,seg_09,ctx_788,0.825,4,1
log_1173,2024-01-07 07:00:00,prod_086,seg_09,ctx_466,0.617,3,1
log_1174,2024-01-05 20:00:00,prod_024,seg_01,ctx_912,0.313,2,0
log_1175,2024-01-11 10:00:00,prod_004,seg_01,ctx_627,0.606,3,1
log_1176,2024-01-20 06:00:00,prod_066,seg_05,ctx_436,0.317,2,0
log_1177,2024-01-16 07:00:00,prod_058,seg_03,ctx_389,0.629,4,1
log_1178,2024-01-19 06:00:00,prod_083,seg_04,ctx_678,0.782,4,1
log_1179,2024-01-03 19:00:00,prod_022,seg_06,ctx_358,0.674,4,1
log_1180,2024-01-28 11:00:00,prod_072,seg_08,ctx_066,0.913,5,1
log_1181,2024-01-02 14:00:00,prod_075,seg_01,ctx_792,0.45,3,0
log_1182,2024-01-06 19:00:00,prod_000,seg_01,ctx_916,0.67,4,1
log_1183,2024-01-28 00:00:00,prod_091,seg_09,ctx_096,0.657,4,1
log_1184,2024-01-03 14:00:00,prod_042,seg_04,ctx_623,0.408,3,0
log_1185,2024-01-09 20:00:00,prod_066,seg_09,ctx_999,0.624,3,1
log_1186,2024-01-25 21:00:00,prod_017,seg_02,ctx_934,0.582,3,0
log_1187,2024-01-13 01:00:00,prod_028,seg_02,ctx_432,0.616,3,1
log_1188,2024-01-03 15:00:00,prod_091,seg_06,ctx_747,0.743,4,1
log_1189,2024-01-02 04:00:00,prod_086,seg_09,ctx_110,0.788,4,1
log_1190,2024-01-18 06:00:00,prod_036,seg_02,ctx_413,0.761,4,1
log_1191,2024-01-07 19:00:00,prod_050,seg_03,ctx_573,0.862,4,1
log_1192,2024-01-10 00:00:00,prod_080,seg_08,ctx_331,0.54,3,0
log_1193,2024-01-21 21:00:00,prod_015,seg_04,ctx_101,0.737,4,1
log_1194,2024-01-14 22:00:00,prod_093,seg_03,ctx_212,0.408,3,0
log_1195,2024-01-17 01:00:00,prod_045,seg_09,ctx_955,0.477,3,0
log_1196,2024-01-19 22:00:00,prod_087,seg_00,ctx_871,0.76,4,1
log_1197,2024-01-29 02:00:00,prod_020,seg_07,ctx_286,0.421,3,0
log_1198,2024-01-01 18:00:00,prod_016,seg_01,ctx_596,0.562,3,0
log_1199,2024-01-29 08:00:00,prod_041,seg_08,ctx_794,0.895,5,1
log_1200,2024-01-23 04:00:00,prod_061,seg_05,ctx_830,0.9,5,1
log_1201,2024-01-07 17:00:00,prod_019,seg_00,ctx_856,0.631,4,1
log_1202,2024-01-05 18:00:00,prod_048,seg_01,ctx_737,0.791,4,1
log_1203,2024-01-08 16:00:00,prod_053,seg_07,ctx_909,0.841,4,1
log_1204,2024-01-28 17:00:00,prod_011,seg_07,ctx_782,0.434,3,0
log_1205,2024-01-19 06:00:00,prod_062,seg_01,ctx_796,0.527,3,0
log_1206,2024-01-04 21:00:00,prod_031,seg_09,ctx_579,0.865,4,1
log_1207,2024-01-05 23:00:00,prod_083,seg_07,ctx_160,0.485,3,0
log_1208,2024-01-18 11:00:00,prod_026,seg_00,ctx_234,0.657,4,1
log_1209,2024-01-10 05:00:00,prod_028,seg_08,ctx_416,0.731,4,1
log_1210,2024-01-12 20:00:00,prod_016,seg_00,ctx_455,0.301,2,0
log_1211,2024-01-08 23:00:00,prod_077,seg_05,ctx_725,0.839,4,1
log_1212,2024-01-07 12:00:00,prod_013,seg_08,ctx_655,0.687,4,1
log_1213,2024-01-06 03:00:00,prod_029,seg_05,ctx_738,0.782,4,1
log_1214,2024-01-06 05:00:00,prod_097,seg_07,ctx_120,0.873,4,1
log_1215,2024-01-26 05:00:00,prod_073,seg_01,ctx_559,0.725,4,1
log_1216,2024-01-24 22:00:00,prod_066,seg_03,ctx_135,0.389,3,0
log_1217,2024-01-16 12:00:00,prod_080,seg_03,ctx_204,0.523,3,0
log_1218,2024-01-29 05:00:00,prod_051,seg_09,ctx_138,0.326,2,0
log_1219,2024-01-06 09:00:00,prod_010,seg_04,ctx_944,0.405,3,0
log_1220,2024-01-27 11:00:00,prod_032,seg_00,ctx_026,0.351,2,0
log_1221,2024-01-09 09:00:00,prod_080,seg_04,ctx_641,0.911,5,1
log_1222,2024-01-07 15:00:00,prod_061,seg_03,ctx_530,0.75,4,1
log_1223,2024-01-25 16:00:00,prod_029,seg_08,ctx_878,0.687,4,1
log_1224,2024-01-24 09:00:00,prod_008,seg_04,ctx_956,0.747,4,1
log_1225,2024-01-06 10:00:00,prod_092,seg_08,ctx_097,0.893,5,1
log_1226,2024-01-07 02:00:00,prod_043,seg_04,ctx_156,0.344,2,0
log_1227,2024-01-25 16:00:00,prod_077,seg_01,ctx_109,0.745,4,1
log_1228,2024-01-04 02:00:00,prod_090,seg_05,ctx_852,0.608,3,1
log_1229,2024-01-18 09:00:00,prod_059,seg_01,ctx_199,0.416,3,0
log_1230,2024-01-10 21:00:00,prod_061,seg_04,ctx_837,0.459,3,0
log_1231,2024-01-16 16:00:00,prod_074,seg_08,ctx_339,0.868,4,1
log_1232,2024-01-14 10:00:00,prod_067,seg_04,ctx_493,0.818,4,1
log_1233,2024-01-20 04:00:00,prod_069,seg_07,ctx_311,0.369,2,0
log_1234,2024-01-24 11:00:00,prod_014,seg_02,ctx_822,0.991,5,1
log_1235,2024-01-03 21:00:00,prod_032,seg_02,ctx_632,0.782,4,1
