agent_id,segment_id,timestamp,product_id,product_category,context_id,intent_value,time_of_day
agent_14,seg_01,2024-01-16 15:00:00,prod_009,coffee_drink,ctx_034,0.7438071193906461,evening
agent_32,seg_01,2024-01-16 18:00:00,prod_047,tea,ctx_022,0.6573478929777823,evening
agent_13,seg_04,2024-01-16 18:00:00,prod_035,energy_drink,ctx_019,0.501643963887599,evening
agent_0,seg_01,2024-01-16 20:00:00,prod_024,coffee_drink,ctx_078,0.6753525472955627,night
agent_13,seg_04,2024-01-17 08:00:00,prod_005,energy_drink,ctx_039,0.5495771275987122,morning
agent_6,seg_02,2024-01-17 08:00:00,prod_032,sports_drink,ctx_014,0.5592223893559665,morning
agent_39,seg_00,2024-01-17 08:00:00,prod_026,water_enhanced,ctx_021,0.6939861369717926,morning
agent_35,seg_00,2024-01-17 12:00:00,prod_039,water_enhanced,ctx_043,0.5803856056626994,afternoon
agent_30,seg_01,2024-01-17 12:00:00,prod_024,coffee_drink,ctx_017,0.6312314240447797,afternoon
agent_31,seg_04,2024-01-17 12:00:00,prod_019,energy_drink,ctx_090,0.6305958838932636,afternoon
agent_41,seg_03,2024-01-17 12:00:00,prod_003,water_enhanced,ctx_084,0.6693899719359783,afternoon
agent_43,seg_03,2024-01-17 12:00:00,prod_038,juice,ctx_036,0.5948000694440286,afternoon
agent_0,seg_01,2024-01-17 12:00:00,prod_025,tea,ctx_072,0.5331324958915067,afternoon
agent_4,seg_03,2024-01-17 15:00:00,prod_015,water_enhanced,ctx_040,0.5610440753083797,evening
agent_46,seg_00,2024-01-17 15:00:00,prod_030,sports_drink,ctx_007,0.5974519700525589,evening
agent_12,seg_02,2024-01-17 18:00:00,prod_028,sports_drink,ctx_004,0.6325387770084429,evening
agent_6,seg_02,2024-01-17 18:00:00,prod_035,energy_drink,ctx_078,0.6741483321484064,evening
agent_27,seg_02,2024-01-17 18:00:00,prod_035,energy_drink,ctx_056,0.7199737063350355,evening
agent_5,seg_04,2024-01-17 18:00:00,prod_023,soda,ctx_011,0.5570449587584324,evening
agent_23,seg_00,2024-01-17 18:00:00,prod_006,water_enhanced,ctx_006,0.7862914733360398,evening
agent_11,seg_03,2024-01-17 20:00:00,prod_047,tea,ctx_068,0.8133207019814204,night
agent_44,seg_01,2024-01-18 08:00:00,prod_008,tea,ctx_000,0.8007659614338216,morning
agent_45,seg_00,2024-01-18 08:00:00,prod_014,water_enhanced,ctx_062,0.41605664410134996,morning
agent_48,seg_02,2024-01-18 08:00:00,prod_035,energy_drink,ctx_054,0.6689652796731923,morning
agent_7,seg_03,2024-01-18 12:00:00,prod_003,water_enhanced,ctx_000,0.6625636862019496,afternoon
agent_0,seg_01,2024-01-18 12:00:00,prod_025,tea,ctx_011,0.6577595727122764,afternoon
agent_10,seg_01,2024-01-18 12:00:00,prod_046,tea,ctx_078,0.6332936520883832,afternoon
agent_3,seg_01,2024-01-18 12:00:00,prod_008,tea,ctx_094,0.5702486581592293,afternoon
agent_0,seg_01,2024-01-18 12:00:00,prod_045,coffee_drink,ctx_054,0.6490724777099146,afternoon
agent_46,seg_00,2024-01-18 15:00:00,prod_030,sports_drink,ctx_090,0.5806685406259359,evening
agent_26,seg_04,2024-01-18 15:00:00,prod_005,energy_drink,ctx_064,0.6681664188963221,evening
agent_15,seg_01,2024-01-18 15:00:00,prod_010,coffee_drink,ctx_001,0.5591078063009485,evening
agent_11,seg_03,2024-01-18 15:00:00,prod_007,tea,ctx_058,0.8890564426401465,evening
agent_44,seg_01,2024-01-18 18:00:00,prod_016,coffee_drink,ctx_004,0.5862817702997413,evening
agent_1,seg_01,2024-01-18 18:00:00,prod_024,coffee_drink,ctx_044,0.5773714955120832,evening
agent_42,seg_00,2024-01-18 18:00:00,prod_039,water_enhanced,ctx_082,0.6944699271872408,evening
agent_46,seg_00,2024-01-18 20:00:00,prod_015,water_enhanced,ctx_004,0.6241517288099471,night
agent_35,seg_00,2024-01-18 20:00:00,prod_028,sports_drink,ctx_039,0.5359704624523974,night
agent_39,seg_00,2024-01-19 08:00:00,prod_028,sports_drink,ctx_056,0.6854654460344031,morning
agent_45,seg_00,2024-01-19 08:00:00,prod_021,sports_drink,ctx_001,0.7030340420526968,morning
agent_5,seg_04,2024-01-19 08:00:00,prod_027,energy_drink,ctx_023,0.46710820168870243,morning
agent_39,seg_00,2024-01-19 12:00:00,prod_021,sports_drink,ctx_027,0.7250201087371809,afternoon
agent_34,seg_00,2024-01-19 12:00:00,prod_000,water_enhanced,ctx_088,0.6550686300891955,afternoon
agent_31,seg_04,2024-01-19 12:00:00,prod_029,energy_drink,ctx_019,0.6965183146896688,afternoon
agent_31,seg_04,2024-01-19 12:00:00,prod_023,soda,ctx_089,0.575183026232967,afternoon
agent_45,seg_00,2024-01-19 12:00:00,prod_026,water_enhanced,ctx_092,0.5599832996871869,afternoon
agent_47,seg_02,2024-01-19 12:00:00,prod_048,energy_drink,ctx_078,0.8992858841956005,afternoon
agent_39,seg_00,2024-01-19 15:00:00,prod_041,sports_drink,ctx_003,0.7580410127892443,evening
agent_8,seg_01,2024-01-19 15:00:00,prod_008,tea,ctx_059,0.745248612400044,evening
agent_47,seg_02,2024-01-19 15:00:00,prod_042,sports_drink,ctx_016,0.5932699748037176,evening
agent_13,seg_04,2024-01-19 18:00:00,prod_002,soda,ctx_019,0.6223659136440091,evening
agent_31,seg_04,2024-01-19 18:00:00,prod_035,energy_drink,ctx_036,0.6514965802529257,evening
agent_8,seg_01,2024-01-19 18:00:00,prod_009,coffee_drink,ctx_034,0.6419888697851976,evening
agent_48,seg_02,2024-01-19 20:00:00,prod_032,sports_drink,ctx_080,0.6400721011885067,night
agent_33,seg_04,2024-01-19 20:00:00,prod_033,energy_drink,ctx_036,0.6844564184388942,night
agent_22,seg_01,2024-01-20 08:00:00,prod_010,coffee_drink,ctx_043,0.6073788852353486,morning
agent_23,seg_00,2024-01-20 08:00:00,prod_014,water_enhanced,ctx_034,0.48603198474680626,morning
agent_32,seg_01,2024-01-20 08:00:00,prod_037,tea,ctx_020,0.6884596106145117,morning
agent_15,seg_01,2024-01-20 08:00:00,prod_009,coffee_drink,ctx_072,0.7520440028735162,morning
agent_16,seg_00,2024-01-20 12:00:00,prod_021,sports_drink,ctx_051,0.7063281797745504,afternoon
agent_16,seg_00,2024-01-20 12:00:00,prod_013,sports_drink,ctx_021,0.7741556493498511,afternoon
agent_14,seg_01,2024-01-20 15:00:00,prod_037,tea,ctx_075,0.8691970230957655,evening
agent_37,seg_00,2024-01-20 15:00:00,prod_020,water_enhanced,ctx_036,0.5193865722136637,evening
agent_12,seg_02,2024-01-20 18:00:00,prod_035,energy_drink,ctx_067,0.6351514349822662,evening
agent_32,seg_01,2024-01-20 18:00:00,prod_025,tea,ctx_079,0.6741405795724239,evening
agent_43,seg_03,2024-01-20 18:00:00,prod_047,tea,ctx_054,0.6377955919309706,evening
agent_3,seg_01,2024-01-20 18:00:00,prod_045,coffee_drink,ctx_072,0.4723069349862262,evening
agent_8,seg_01,2024-01-20 18:00:00,prod_008,tea,ctx_088,0.8344584956407297,evening
agent_6,seg_02,2024-01-20 18:00:00,prod_035,energy_drink,ctx_098,0.6893252080169837,evening
agent_35,seg_00,2024-01-20 18:00:00,prod_026,water_enhanced,ctx_096,0.7212827351190888,evening
agent_44,seg_01,2024-01-20 18:00:00,prod_024,coffee_drink,ctx_003,0.5179677040302735,evening
agent_4,seg_03,2024-01-20 20:00:00,prod_008,tea,ctx_092,0.6927362560548271,night
agent_34,seg_00,2024-01-21 08:00:00,prod_039,water_enhanced,ctx_034,0.5477303349701084,morning
agent_42,seg_00,2024-01-21 08:00:00,prod_036,sports_drink,ctx_020,0.5506927704315724,morning
agent_18,seg_00,2024-01-21 08:00:00,prod_028,sports_drink,ctx_090,0.5610666364828244,morning
agent_22,seg_01,2024-01-21 08:00:00,prod_007,tea,ctx_098,0.6846461833376409,morning
agent_43,seg_03,2024-01-21 08:00:00,prod_008,tea,ctx_073,0.6381646909026435,morning
agent_20,seg_04,2024-01-21 12:00:00,prod_043,soda,ctx_092,0.6161869612981712,afternoon
agent_30,seg_01,2024-01-21 12:00:00,prod_025,tea,ctx_018,0.6467871890297735,afternoon
agent_8,seg_01,2024-01-21 12:00:00,prod_007,tea,ctx_036,0.5612040226783243,afternoon
agent_26,seg_04,2024-01-21 12:00:00,prod_035,energy_drink,ctx_078,0.7772723828267756,afternoon
agent_48,seg_02,2024-01-21 15:00:00,prod_030,sports_drink,ctx_039,0.5945972330733514,evening
agent_40,seg_00,2024-01-21 15:00:00,prod_012,water_enhanced,ctx_092,0.5627662524683448,evening
agent_26,seg_04,2024-01-21 15:00:00,prod_043,soda,ctx_061,0.5821800262805453,evening
agent_38,seg_01,2024-01-21 15:00:00,prod_025,tea,ctx_032,0.7298822773068859,evening
agent_41,seg_03,2024-01-21 15:00:00,prod_026,water_enhanced,ctx_013,0.6017426111970663,evening
agent_31,seg_04,2024-01-21 20:00:00,prod_023,soda,ctx_001,0.6657541869234183,night
agent_45,seg_00,2024-01-21 20:00:00,prod_020,water_enhanced,ctx_002,0.7643813010185798,night
agent_8,seg_01,2024-01-22 08:00:00,prod_016,coffee_drink,ctx_053,0.6687588067750403,morning
agent_2,seg_01,2024-01-22 08:00:00,prod_025,tea,ctx_058,0.8692266081875293,morning
agent_35,seg_00,2024-01-22 08:00:00,prod_030,sports_drink,ctx_053,0.6126245560127902,morning
agent_39,seg_00,2024-01-22 08:00:00,prod_039,water_enhanced,ctx_023,0.49735736967575417,morning
agent_42,seg_00,2024-01-22 08:00:00,prod_018,water_enhanced,ctx_007,0.6551491405136024,morning
agent_19,seg_04,2024-01-22 12:00:00,prod_022,soda,ctx_016,0.6245735229434177,afternoon
agent_24,seg_04,2024-01-22 12:00:00,prod_027,energy_drink,ctx_049,0.71804536987218,afternoon
agent_16,seg_00,2024-01-22 12:00:00,prod_020,water_enhanced,ctx_047,0.596853276408505,afternoon
agent_13,seg_04,2024-01-22 12:00:00,prod_005,energy_drink,ctx_039,0.6095832195919568,afternoon
agent_36,seg_03,2024-01-22 12:00:00,prod_047,tea,ctx_054,0.82410016103177,afternoon
agent_38,seg_01,2024-01-22 15:00:00,prod_024,coffee_drink,ctx_000,0.4639022912350028,evening
agent_15,seg_01,2024-01-22 15:00:00,prod_045,coffee_drink,ctx_024,0.6467628170153676,evening
agent_5,seg_04,2024-01-22 15:00:00,prod_002,soda,ctx_041,0.580675875485667,evening
agent_36,seg_03,2024-01-22 18:00:00,prod_046,tea,ctx_047,0.5731275918321866,evening
agent_16,seg_00,2024-01-22 20:00:00,prod_039,water_enhanced,ctx_057,0.574162097638155,night
agent_4,seg_03,2024-01-22 20:00:00,prod_001,juice,ctx_084,0.5636624552981139,night
agent_30,seg_01,2024-01-23 08:00:00,prod_024,coffee_drink,ctx_086,0.5782525057524256,morning
agent_1,seg_01,2024-01-23 08:00:00,prod_007,tea,ctx_089,0.7430976414731969,morning
agent_43,seg_03,2024-01-23 08:00:00,prod_047,tea,ctx_055,0.6725204340964918,morning
agent_7,seg_03,2024-01-23 08:00:00,prod_026,water_enhanced,ctx_012,0.5638626213443151,morning
agent_22,seg_01,2024-01-23 12:00:00,prod_024,coffee_drink,ctx_093,0.6519432485494798,afternoon
agent_32,seg_01,2024-01-23 12:00:00,prod_016,coffee_drink,ctx_088,0.7198943517847142,afternoon
agent_5,seg_04,2024-01-23 12:00:00,prod_048,energy_drink,ctx_089,0.6343123582558875,afternoon
agent_28,seg_02,2024-01-23 12:00:00,prod_030,sports_drink,ctx_027,0.6969611685180851,afternoon
agent_46,seg_00,2024-01-23 12:00:00,prod_042,sports_drink,ctx_098,0.7082572124317538,afternoon
agent_20,seg_04,2024-01-23 15:00:00,prod_048,energy_drink,ctx_041,0.6812711382757983,evening
agent_8,seg_01,2024-01-23 15:00:00,prod_007,tea,ctx_044,0.798848757851582,evening
agent_43,seg_03,2024-01-23 18:00:00,prod_001,juice,ctx_080,0.6204082158502654,evening
agent_21,seg_01,2024-01-23 18:00:00,prod_007,tea,ctx_011,0.6867937121852306,evening
agent_4,seg_03,2024-01-23 18:00:00,prod_025,tea,ctx_001,0.7161244442013587,evening
agent_30,seg_01,2024-01-23 20:00:00,prod_046,tea,ctx_007,0.6154165692328201,night
agent_41,seg_03,2024-01-23 20:00:00,prod_046,tea,ctx_038,0.7724405427042168,night
agent_23,seg_00,2024-01-24 08:00:00,prod_028,sports_drink,ctx_014,0.60454561622365,morning
agent_37,seg_00,2024-01-24 08:00:00,prod_014,water_enhanced,ctx_028,0.6383970310851179,morning
agent_17,seg_03,2024-01-24 08:00:00,prod_044,juice,ctx_039,0.6557018230110864,morning
agent_23,seg_00,2024-01-24 08:00:00,prod_021,sports_drink,ctx_001,0.5645984922381246,morning
agent_9,seg_04,2024-01-24 08:00:00,prod_022,soda,ctx_094,0.7028743075426598,morning
agent_24,seg_04,2024-01-24 12:00:00,prod_019,energy_drink,ctx_072,0.5112135416968138,afternoon
agent_2,seg_01,2024-01-24 12:00:00,prod_047,tea,ctx_074,0.6997989114312012,afternoon
agent_36,seg_03,2024-01-24 12:00:00,prod_020,water_enhanced,ctx_028,0.6738839326129898,afternoon
agent_10,seg_01,2024-01-24 15:00:00,prod_047,tea,ctx_057,0.6940105808814991,evening
agent_27,seg_02,2024-01-24 15:00:00,prod_041,sports_drink,ctx_010,0.6165195264838769,evening
agent_4,seg_03,2024-01-24 15:00:00,prod_025,tea,ctx_064,0.5155786629846373,evening
agent_32,seg_01,2024-01-24 15:00:00,prod_008,tea,ctx_073,0.827248159908967,evening
agent_24,seg_04,2024-01-24 18:00:00,prod_027,energy_drink,ctx_044,0.7634811351203235,evening
agent_36,seg_03,2024-01-24 18:00:00,prod_014,water_enhanced,ctx_058,0.6844824772817761,evening
agent_20,seg_04,2024-01-24 20:00:00,prod_017,energy_drink,ctx_010,0.5991990373164467,night
agent_27,seg_02,2024-01-24 20:00:00,prod_028,sports_drink,ctx_083,0.6918940057224301,night
agent_27,seg_02,2024-01-25 08:00:00,prod_032,sports_drink,ctx_033,0.6315298011196719,morning
agent_38,seg_01,2024-01-25 08:00:00,prod_010,coffee_drink,ctx_014,0.7453758761110794,morning
agent_36,seg_03,2024-01-25 08:00:00,prod_026,water_enhanced,ctx_065,0.6252211510920045,morning
agent_10,seg_01,2024-01-25 08:00:00,prod_010,coffee_drink,ctx_095,0.8141199406829043,morning
agent_43,seg_03,2024-01-25 12:00:00,prod_046,tea,ctx_089,0.5900432010713936,afternoon
agent_48,seg_02,2024-01-25 12:00:00,prod_033,energy_drink,ctx_019,0.6721352949339493,afternoon
agent_48,seg_02,2024-01-25 12:00:00,prod_035,energy_drink,ctx_037,0.9201434105952495,afternoon
agent_42,seg_00,2024-01-25 12:00:00,prod_030,sports_drink,ctx_009,0.6105092557295204,afternoon
agent_44,seg_01,2024-01-25 12:00:00,prod_008,tea,ctx_078,0.5946973058057228,afternoon
agent_35,seg_00,2024-01-25 15:00:00,prod_026,water_enhanced,ctx_027,0.6613327808545882,evening
agent_10,seg_01,2024-01-25 15:00:00,prod_010,coffee_drink,ctx_071,0.7491849943338119,evening
agent_2,seg_01,2024-01-25 18:00:00,prod_009,coffee_drink,ctx_057,0.5855347189073891,evening
agent_8,seg_01,2024-01-25 18:00:00,prod_010,coffee_drink,ctx_056,0.5620692583877699,evening
agent_40,seg_00,2024-01-25 20:00:00,prod_021,sports_drink,ctx_091,0.5441393239850806,night
agent_30,seg_01,2024-01-25 20:00:00,prod_007,tea,ctx_033,0.6906518891088208,night
agent_39,seg_00,2024-01-25 20:00:00,prod_004,water_enhanced,ctx_071,0.6440958834992137,night
agent_25,seg_04,2024-01-26 08:00:00,prod_033,energy_drink,ctx_046,0.535854017878533,morning
agent_26,seg_04,2024-01-26 08:00:00,prod_043,soda,ctx_080,0.6738799624916494,morning
agent_31,seg_04,2024-01-26 08:00:00,prod_048,energy_drink,ctx_092,0.7705014477089768,morning
agent_32,seg_01,2024-01-26 12:00:00,prod_009,coffee_drink,ctx_065,0.5806725153316333,afternoon
agent_17,seg_03,2024-01-26 12:00:00,prod_031,juice,ctx_048,0.7630875891675042,afternoon
agent_44,seg_01,2024-01-26 12:00:00,prod_016,coffee_drink,ctx_053,0.6069793434148916,afternoon
agent_48,seg_02,2024-01-26 12:00:00,prod_030,sports_drink,ctx_033,0.61355509449519,afternoon
agent_41,seg_03,2024-01-26 12:00:00,prod_025,tea,ctx_006,0.6412973802096016,afternoon
agent_47,seg_02,2024-01-26 12:00:00,prod_021,sports_drink,ctx_013,0.6152205275483288,afternoon
agent_5,seg_04,2024-01-26 12:00:00,prod_048,energy_drink,ctx_093,0.6802989410099609,afternoon
agent_43,seg_03,2024-01-26 15:00:00,prod_044,juice,ctx_024,0.5371208122132114,evening
agent_8,seg_01,2024-01-26 15:00:00,prod_047,tea,ctx_068,0.7658749678193079,evening
agent_25,seg_04,2024-01-26 15:00:00,prod_019,energy_drink,ctx_026,0.7467411181983385,evening
agent_25,seg_04,2024-01-26 15:00:00,prod_002,soda,ctx_048,0.7059542724222816,evening
agent_7,seg_03,2024-01-26 20:00:00,prod_049,juice,ctx_031,0.5468616424643186,night
agent_31,seg_04,2024-01-26 20:00:00,prod_033,energy_drink,ctx_050,0.5801642079834799,night
agent_30,seg_01,2024-01-27 08:00:00,prod_037,tea,ctx_060,0.7183653206056858,morning
agent_37,seg_00,2024-01-27 08:00:00,prod_004,water_enhanced,ctx_026,0.5507883878340165,morning
agent_43,seg_03,2024-01-27 08:00:00,prod_004,water_enhanced,ctx_065,0.48604591002935726,morning
agent_21,seg_01,2024-01-27 12:00:00,prod_046,tea,ctx_086,0.6767480621063805,afternoon
agent_31,seg_04,2024-01-27 12:00:00,prod_027,energy_drink,ctx_085,0.5874208438389226,afternoon
agent_30,seg_01,2024-01-27 12:00:00,prod_047,tea,ctx_063,0.7658693080215642,afternoon
agent_49,seg_02,2024-01-27 12:00:00,prod_005,energy_drink,ctx_030,0.668479422880103,afternoon
agent_9,seg_04,2024-01-27 12:00:00,prod_005,energy_drink,ctx_029,0.6155439411181735,afternoon
agent_1,seg_01,2024-01-27 12:00:00,prod_025,tea,ctx_059,0.6421627733210634,afternoon
agent_48,seg_02,2024-01-27 15:00:00,prod_030,sports_drink,ctx_075,0.6790795273326299,evening
agent_35,seg_00,2024-01-27 15:00:00,prod_021,sports_drink,ctx_086,0.6706217679113748,evening
agent_46,seg_00,2024-01-27 15:00:00,prod_028,sports_drink,ctx_080,0.45513551897039206,evening
agent_28,seg_02,2024-01-27 15:00:00,prod_033,energy_drink,ctx_080,0.5498047741551628,evening
agent_38,seg_01,2024-01-27 18:00:00,prod_046,tea,ctx_035,0.745854860902903,evening
agent_1,seg_01,2024-01-27 18:00:00,prod_016,coffee_drink,ctx_066,0.5880644570573131,evening
agent_38,seg_01,2024-01-27 20:00:00,prod_045,coffee_drink,ctx_037,0.5990383319883144,night
agent_15,seg_01,2024-01-28 08:00:00,prod_025,tea,ctx_034,0.7234617052216958,morning
agent_30,seg_01,2024-01-28 08:00:00,prod_046,tea,ctx_078,0.7972210478280664,morning
agent_36,seg_03,2024-01-28 08:00:00,prod_026,water_enhanced,ctx_055,0.6801551939436444,morning
agent_39,seg_00,2024-01-28 08:00:00,prod_014,water_enhanced,ctx_051,0.5720651907754586,morning
agent_20,seg_04,2024-01-28 12:00:00,prod_005,energy_drink,ctx_042,0.7171632481387681,afternoon
agent_13,seg_04,2024-01-28 12:00:00,prod_005,energy_drink,ctx_073,0.6543348085377133,afternoon
agent_46,seg_00,2024-01-28 15:00:00,prod_013,sports_drink,ctx_086,0.7684413965959804,evening
agent_0,seg_01,2024-01-28 15:00:00,prod_037,tea,ctx_000,0.734378511592161,evening
agent_27,seg_02,2024-01-28 15:00:00,prod_017,energy_drink,ctx_094,0.6706695602224751,evening
agent_45,seg_00,2024-01-28 15:00:00,prod_000,water_enhanced,ctx_013,0.659728299183786,evening
agent_25,seg_04,2024-01-28 15:00:00,prod_035,energy_drink,ctx_090,0.5600612013202201,evening
agent_45,seg_00,2024-01-28 18:00:00,prod_020,water_enhanced,ctx_098,0.928885744711795,evening
agent_44,seg_01,2024-01-28 18:00:00,prod_047,tea,ctx_028,0.8449607098798947,evening
agent_23,seg_00,2024-01-28 18:00:00,prod_030,sports_drink,ctx_072,0.5824701669021319,evening
agent_31,seg_04,2024-01-28 20:00:00,prod_048,energy_drink,ctx_038,0.5202156701199703,night
agent_15,seg_01,2024-01-28 20:00:00,prod_045,coffee_drink,ctx_000,0.6897490463219245,night
agent_40,seg_00,2024-01-29 08:00:00,prod_020,water_enhanced,ctx_016,0.5050559308456001,morning
agent_0,seg_01,2024-01-29 08:00:00,prod_046,tea,ctx_037,0.8366525785661265,morning
agent_43,seg_03,2024-01-29 12:00:00,prod_025,tea,ctx_042,0.6390968247113972,afternoon
agent_43,seg_03,2024-01-29 12:00:00,prod_008,tea,ctx_008,0.5291924054302161,afternoon
agent_36,seg_03,2024-01-29 12:00:00,prod_018,water_enhanced,ctx_084,0.6157700403346168,afternoon
agent_40,seg_00,2024-01-29 12:00:00,prod_032,sports_drink,ctx_077,0.7188744335300746,afternoon
agent_25,seg_04,2024-01-29 12:00:00,prod_002,soda,ctx_073,0.5167168246427258,afternoon
agent_4,seg_03,2024-01-29 12:00:00,prod_037,tea,ctx_087,0.6001852736919753,afternoon
agent_16,seg_00,2024-01-29 15:00:00,prod_042,sports_drink,ctx_042,0.5555795201291122,evening
agent_9,seg_04,2024-01-29 15:00:00,prod_005,energy_drink,ctx_046,0.6818379420029652,evening
agent_5,seg_04,2024-01-29 15:00:00,prod_023,soda,ctx_015,0.5579288736493945,evening
agent_11,seg_03,2024-01-29 15:00:00,prod_007,tea,ctx_098,0.6733958267890295,evening
agent_33,seg_04,2024-01-29 15:00:00,prod_048,energy_drink,ctx_038,0.7739735062069187,evening
agent_15,seg_01,2024-01-29 18:00:00,prod_016,coffee_drink,ctx_050,0.5590070998431519,evening
agent_3,seg_01,2024-01-29 18:00:00,prod_034,coffee_drink,ctx_065,0.5466577157657238,evening
agent_24,seg_04,2024-01-29 18:00:00,prod_019,energy_drink,ctx_027,0.5366976040097218,evening
agent_30,seg_01,2024-01-30 08:00:00,prod_024,coffee_drink,ctx_094,0.7471341352895002,morning
agent_45,seg_00,2024-01-30 12:00:00,prod_006,water_enhanced,ctx_065,0.7151049178343409,afternoon
agent_6,seg_02,2024-01-30 12:00:00,prod_030,sports_drink,ctx_079,0.7178003698606542,afternoon
agent_26,seg_04,2024-01-30 12:00:00,prod_017,energy_drink,ctx_064,0.7120426223965747,afternoon
agent_19,seg_04,2024-01-30 12:00:00,prod_019,energy_drink,ctx_011,0.653081374135461,afternoon
agent_42,seg_00,2024-01-30 12:00:00,prod_041,sports_drink,ctx_007,0.663093095766699,afternoon
agent_8,seg_01,2024-01-30 12:00:00,prod_025,tea,ctx_050,0.657784456999206,afternoon
agent_26,seg_04,2024-01-30 12:00:00,prod_043,soda,ctx_013,0.6497335760395713,afternoon
agent_2,seg_01,2024-01-30 12:00:00,prod_045,coffee_drink,ctx_095,0.702829061859864,afternoon
agent_18,seg_00,2024-01-30 15:00:00,prod_020,water_enhanced,ctx_029,0.6184490305059892,evening
agent_44,seg_01,2024-01-30 15:00:00,prod_047,tea,ctx_090,0.7905983323449224,evening
agent_11,seg_03,2024-01-30 18:00:00,prod_040,juice,ctx_073,0.6498806201916117,evening
agent_3,seg_01,2024-01-30 18:00:00,prod_008,tea,ctx_060,0.6540337323020406,evening
agent_20,seg_04,2024-01-30 18:00:00,prod_029,energy_drink,ctx_029,0.4886163493839218,evening
agent_32,seg_01,2024-01-30 20:00:00,prod_008,tea,ctx_029,0.6147574935326057,night
agent_46,seg_00,2024-01-30 20:00:00,prod_000,water_enhanced,ctx_082,0.7107433426012867,night
