product_1,product_2,similarity
prod_063,prod_073,0.95855206
prod_025,prod_080,0.9585262
prod_061,prod_080,0.9584599
prod_015,prod_045,0.9584217
prod_045,prod_077,0.9584131
prod_056,prod_093,0.95840955
prod_003,prod_086,0.95840114
prod_013,prod_022,0.958273
prod_009,prod_049,0.9582175
prod_020,prod_022,0.9581353
prod_054,prod_069,0.95803267
prod_009,prod_019,0.957924
prod_057,prod_065,0.9578888
prod_062,prod_099,0.9577153
prod_089,prod_099,0.9575951
prod_017,prod_055,0.95759064
prod_007,prod_039,0.9575697
prod_017,prod_092,0.9575614
prod_075,prod_084,0.9574501
prod_001,prod_096,0.9573267
prod_016,prod_093,0.9573191
prod_072,prod_087,0.9573164
prod_060,prod_083,0.9572091
prod_008,prod_069,0.95696187
prod_017,prod_088,0.95678174
prod_027,prod_063,0.95676976
prod_051,prod_095,0.95675826
prod_006,prod_016,0.9567076
prod_063,prod_083,0.95665747
prod_039,prod_067,0.9566464
prod_007,prod_063,0.9565906
prod_073,prod_081,0.95650935
prod_029,prod_054,0.9564592
prod_000,prod_022,0.95632917
prod_072,prod_076,0.9563131
prod_049,prod_089,0.9563028
prod_049,prod_051,0.9560368
prod_044,prod_084,0.95598274
prod_032,prod_076,0.9559053
prod_015,prod_053,0.9558812
prod_047,prod_063,0.95575154
prod_029,prod_076,0.95571446
prod_023,prod_083,0.95568734
prod_018,prod_069,0.9556756
prod_016,prod_066,0.95562476
prod_065,prod_078,0.9556004
prod_032,prod_097,0.95557463
prod_089,prod_095,0.955501
prod_015,prod_029,0.95542693
prod_004,prod_022,0.9554036
prod_007,prod_029,0.95539737
prod_030,prod_049,0.95535016
prod_001,prod_060,0.9552461
prod_055,prod_068,0.95517397
prod_038,prod_094,0.9551539
prod_031,prod_082,0.95495266
prod_012,prod_060,0.95494163
prod_083,prod_096,0.9549107
prod_084,prod_086,0.9547406
prod_048,prod_081,0.954682
prod_049,prod_095,0.95466036
prod_038,prod_090,0.9546403
prod_078,prod_090,0.9544486
prod_036,prod_066,0.95425665
prod_041,prod_056,0.9541611
prod_030,prod_087,0.95389307
prod_029,prod_082,0.95389026
prod_003,prod_044,0.9538175
prod_028,prod_053,0.95379287
prod_029,prod_072,0.9537554
prod_009,prod_061,0.9537202
prod_027,prod_060,0.9536744
prod_005,prod_055,0.9536704
prod_013,prod_094,0.9536454
prod_034,prod_075,0.95351595
prod_022,prod_046,0.95344114
prod_014,prod_062,0.95337665
prod_057,prod_091,0.9533178
prod_010,prod_035,0.9530404
prod_031,prod_052,0.95297253
prod_044,prod_090,0.95291734
prod_008,prod_066,0.952706
prod_024,prod_083,0.95266926
prod_002,prod_076,0.952641
prod_080,prod_090,0.9526245
prod_023,prod_027,0.95258373
prod_021,prod_056,0.9525097
prod_056,prod_058,0.95249367
prod_060,prod_073,0.95228904
prod_062,prod_095,0.95227915
prod_030,prod_031,0.95223826
prod_025,prod_091,0.95223
prod_053,prod_098,0.95219684
prod_020,prod_031,0.9521809
prod_019,prod_071,0.9521702
prod_092,prod_097,0.9521584
prod_011,prod_090,0.95201874
prod_011,prod_061,0.9519947
prod_012,prod_023,0.9519722
prod_035,prod_099,0.95196474
prod_019,prod_022,0.95193774
prod_067,prod_069,0.9519258
prod_000,prod_031,0.9518584
prod_027,prod_096,0.9518473
prod_074,prod_080,0.9518088
prod_060,prod_077,0.95168316
prod_011,prod_044,0.9516353
prod_088,prod_097,0.95161974
prod_024,prod_055,0.95139
prod_037,prod_056,0.95138144
prod_010,prod_022,0.9511497
prod_005,prod_083,0.9511207
prod_035,prod_095,0.950948
prod_053,prod_069,0.9509391
prod_038,prod_065,0.95076543
prod_024,prod_027,0.95051324
prod_023,prod_073,0.95034915
prod_077,prod_081,0.9503089
prod_028,prod_031,0.95028126
prod_011,prod_013,0.95028
prod_031,prod_098,0.9502478
prod_026,prod_077,0.95012283
prod_045,prod_083,0.95000654
prod_063,prod_077,0.94983536
prod_005,prod_027,0.94982547
prod_012,prod_096,0.9496389
prod_031,prod_085,0.949504
prod_011,prod_086,0.9494507
prod_068,prod_083,0.9494493
prod_061,prod_084,0.9492897
prod_028,prod_087,0.94916564
prod_010,prod_091,0.9490807
prod_012,prod_081,0.94901115
prod_087,prod_098,0.94874907
prod_007,prod_087,0.94874585
prod_031,prod_036,0.94869506
prod_073,prod_096,0.94865227
prod_023,prod_077,0.94864285
prod_012,prod_045,0.9485054
prod_086,prod_090,0.94846123
prod_048,prod_060,0.9483978
prod_055,prod_096,0.94823074
prod_001,prod_023,0.9481908
prod_061,prod_071,0.94817215
prod_016,prod_041,0.9480559
prod_062,prod_071,0.9478624
prod_016,prod_021,0.94771606
prod_019,prod_051,0.94727343
prod_046,prod_094,0.9471898
prod_018,prod_031,0.9470936
prod_031,prod_072,0.9470775
prod_023,prod_048,0.94707173
prod_057,prod_098,0.9470674
prod_036,prod_039,0.9470639
prod_011,prod_059,0.94703734
prod_027,prod_068,0.9470232
prod_008,prod_039,0.9470162
prod_018,prod_026,0.94687194
prod_077,prod_096,0.9468453
prod_019,prod_089,0.9465423
prod_019,prod_094,0.946488
prod_030,prod_039,0.9464531
prod_026,prod_048,0.946434
prod_084,prod_090,0.946433
prod_067,prod_087,0.94637525
prod_026,prod_029,0.9463297
prod_076,prod_082,0.946262
prod_013,prod_084,0.94625735
prod_025,prod_084,0.9462311
prod_025,prod_035,0.9462184
prod_017,prod_083,0.9462135
prod_063,prod_072,0.9461793
prod_010,prod_094,0.9461727
prod_055,prod_060,0.94611365
prod_001,prod_081,0.94610924
prod_028,prod_057,0.94610053
prod_067,prod_076,0.9460652
prod_020,prod_084,0.94589734
prod_006,prod_079,0.94587874
prod_026,prod_073,0.94584763
prod_014,prod_090,0.94577736
prod_024,prod_073,0.9456533
prod_078,prod_098,0.94560057
prod_042,prod_063,0.9455581
prod_042,prod_076,0.9455548
prod_011,prod_025,0.9454771
prod_049,prod_091,0.94540256
prod_042,prod_053,0.9453358
prod_027,prod_045,0.9452674
prod_028,prod_078,0.94521105
prod_079,prod_093,0.945131
prod_048,prod_096,0.9451308
prod_034,prod_065,0.9451117
prod_012,prod_024,0.9449134
prod_003,prod_046,0.9447664
prod_035,prod_062,0.94473916
prod_063,prod_088,0.9447097
prod_054,prod_059,0.94462794
prod_029,prod_085,0.9445228
prod_031,prod_065,0.94440114
prod_053,prod_085,0.94434255
prod_036,prod_087,0.94425154
prod_053,prod_082,0.9441963
prod_070,prod_075,0.94418293
prod_017,prod_027,0.94400305
prod_011,prod_020,0.9439753
prod_014,prod_080,0.94388074
prod_011,prod_035,0.9438214
prod_029,prod_031,0.9438148
prod_000,prod_084,0.9438097
prod_075,prod_080,0.9437418
prod_009,prod_062,0.94371283
prod_076,prod_085,0.94365734
prod_029,prod_066,0.9435302
prod_004,prod_052,0.9435136
prod_022,prod_044,0.9434537
prod_033,prod_093,0.9434133
prod_012,prod_026,0.9432659
prod_051,prod_061,0.9431344
prod_005,prod_073,0.943116
prod_004,prod_069,0.94296604
prod_012,prod_068,0.9429505
prod_031,prod_054,0.9429048
prod_050,prod_059,0.9428785
prod_024,prod_077,0.94287294
prod_064,prod_076,0.94283205
prod_074,prod_090,0.9427014
prod_036,prod_037,0.9426959
prod_018,prod_036,0.9426949
prod_068,prod_073,0.9426444
prod_006,prod_033,0.9425398
prod_022,prod_086,0.94240165
prod_013,prod_015,0.94238687
prod_004,prod_084,0.9423855
prod_024,prod_048,0.94233805
prod_004,prod_011,0.9421934
prod_080,prod_099,0.94207877
prod_000,prod_011,0.94200915
prod_061,prod_089,0.94199795
prod_033,prod_076,0.9418246
prod_083,prod_097,0.94173485
prod_059,prod_062,0.9415457
prod_034,prod_098,0.9414635
prod_013,prod_034,0.94131005
prod_010,prod_059,0.9411848
prod_047,prod_056,0.9411486
prod_003,prod_025,0.9410913
prod_013,prod_052,0.94094026
prod_028,prod_039,0.94065595
prod_051,prod_062,0.94057506
prod_029,prod_050,0.940575
prod_062,prod_089,0.9405625
prod_031,prod_034,0.94048184
prod_027,prod_097,0.94043154
prod_005,prod_012,0.94035625
prod_068,prod_077,0.9402829
prod_005,prod_048,0.940168
prod_039,prod_098,0.9400791
prod_069,prod_070,0.93998766
prod_038,prod_098,0.9399737
prod_036,prod_052,0.93960303
prod_022,prod_061,0.9395655
prod_007,prod_031,0.9395494
prod_028,prod_038,0.9395106
prod_029,prod_037,0.93940836
prod_040,prod_063,0.9393624
prod_036,prod_058,0.9391124
prod_005,prod_077,0.9390632
prod_059,prod_065,0.93906116
prod_034,prod_069,0.9390497
prod_048,prod_068,0.9390332
prod_026,prod_052,0.9389349
prod_007,prod_066,0.9388755
prod_064,prod_093,0.93881893
prod_017,prod_073,0.9386352
prod_045,prod_092,0.93858993
prod_055,prod_081,0.9384102
prod_012,prod_017,0.93836397
prod_022,prod_090,0.938099
prod_030,prod_057,0.9380093
prod_043,prod_056,0.9379897
prod_011,prod_034,0.9378372
prod_030,prod_078,0.9377529
prod_032,prod_063,0.9377508
prod_006,prod_064,0.9377398
prod_035,prod_046,0.9377382
prod_008,prod_087,0.9376897
prod_056,prod_066,0.9376823
prod_074,prod_084,0.93766963
prod_065,prod_087,0.93760383
prod_063,prod_082,0.9376011
prod_091,prod_099,0.93746865
prod_041,prod_079,0.93736124
prod_076,prod_079,0.9371588
prod_045,prod_088,0.93714964
prod_031,prod_070,0.93701744
prod_028,prod_034,0.9369279
prod_012,prod_063,0.9368616
prod_000,prod_052,0.9366173
prod_019,prod_065,0.93658215
prod_006,prod_040,0.93649054
prod_059,prod_084,0.9363992
prod_034,prod_090,0.9362309
prod_040,prod_076,0.93611497
prod_058,prod_081,0.93610483
prod_025,prod_094,0.9360785
prod_003,prod_099,0.93597746
prod_029,prod_039,0.9359477
prod_021,prod_079,0.93590397
prod_017,prod_077,0.9358025
prod_020,prod_080,0.9357071
prod_022,prod_025,0.93569016
prod_071,prod_080,0.93567854
prod_080,prod_095,0.9355186
prod_063,prod_092,0.9354179
prod_023,prod_055,0.9352917
prod_059,prod_099,0.9352598
prod_037,prod_081,0.93525267
prod_017,prod_048,0.9351792
prod_020,prod_052,0.93516666
prod_003,prod_095,0.93505085
prod_015,prod_063,0.9350062
prod_015,prod_076,0.93480533
prod_040,prod_093,0.9345791
prod_008,prod_058,0.93429714
prod_022,prod_059,0.9341665
prod_003,prod_038,0.93394756
prod_018,prod_045,0.9338621
prod_053,prod_094,0.93377733
prod_000,prod_080,0.9336965
prod_035,prod_084,0.9336895
prod_013,prod_042,0.93362594
prod_091,prod_095,0.9335517
prod_063,prod_085,0.9335297
prod_059,prod_095,0.9334937
prod_053,prod_067,0.93348956
prod_035,prod_080,0.93348324
prod_053,prod_065,0.93334675
prod_008,prod_037,0.9333303
prod_008,prod_047,0.93332094
prod_033,prod_041,0.9333208
prod_059,prod_080,0.93323606
prod_073,prod_097,0.9331681
prod_046,prod_065,0.9329305
prod_026,prod_083,0.9326678
prod_053,prod_072,0.93261594
prod_021,prod_033,0.9325634
prod_003,prod_010,0.9325409
prod_004,prod_018,0.9324935
prod_029,prod_067,0.9323876
prod_010,prod_065,0.93234634
prod_025,prod_059,0.9323055
prod_011,prod_074,0.9321649
prod_013,prod_070,0.9320877
prod_029,prod_087,0.9319745
prod_030,prod_034,0.9319014
prod_013,prod_018,0.9317398
prod_002,prod_063,0.9316828
prod_030,prod_038,0.9316464
prod_002,prod_093,0.9316307
prod_012,prod_097,0.9313231
prod_013,prod_080,0.9313142
prod_029,prod_058,0.9313067
prod_032,prod_045,0.93120575
prod_065,prod_070,0.9311642
prod_009,prod_080,0.93114716
prod_004,prod_080,0.9310768
prod_061,prod_094,0.93107384
prod_015,prod_075,0.9310594
prod_019,prod_091,0.9309488
prod_002,prod_006,0.93093485
prod_058,prod_060,0.93042505
prod_031,prod_067,0.93038356
prod_035,prod_065,0.9301626
prod_041,prod_064,0.9301002
prod_048,prod_097,0.92991805
prod_059,prod_098,0.92985815
prod_050,prod_069,0.9298444
prod_035,prod_057,0.9298299
prod_011,prod_099,0.9298237
prod_062,prod_075,0.92982155
prod_008,prod_031,0.9297648
prod_022,prod_034,0.9294897
prod_000,prod_069,0.92939746
prod_023,prod_058,0.92936534
prod_077,prod_097,0.9292236
prod_035,prod_049,0.92905504
prod_022,prod_035,0.9290546
prod_016,prod_043,0.9290079
prod_040,prod_041,0.92895913
prod_014,prod_084,0.9289555
prod_084,prod_099,0.9289271
prod_009,prod_090,0.92879885
prod_080,prod_089,0.9286312
prod_003,prod_078,0.92845577
prod_065,prod_090,0.9284275
prod_047,prod_060,0.928364
prod_063,prod_079,0.9282001
prod_045,prod_069,0.9281687
prod_051,prod_080,0.9280972
prod_021,prod_064,0.92808956
prod_020,prod_069,0.9278664
prod_052,prod_075,0.9275683
prod_045,prod_052,0.9272601
prod_002,prod_045,0.9272438
prod_070,prod_098,0.92713404
prod_004,prod_015,0.92700255
prod_062,prod_091,0.9268973
prod_026,prod_092,0.926715
prod_037,prod_060,0.926713
prod_019,prod_098,0.92658603
prod_054,prod_075,0.92637515
prod_090,prod_094,0.92624843
prod_026,prod_088,0.92620414
prod_021,prod_040,0.9261939
prod_066,prod_072,0.9261928
prod_039,prod_065,0.9261365
prod_016,prod_076,0.92612803
prod_032,prod_093,0.9260487
prod_058,prod_096,0.9260103
prod_023,prod_037,0.92581207
prod_023,prod_047,0.92577034
prod_086,prod_094,0.9256013
prod_063,prod_067,0.9255918
prod_047,prod_081,0.9254517
prod_034,prod_084,0.92539805
prod_006,prod_032,0.92534417
prod_046,prod_059,0.92525834
prod_044,prod_094,0.92520833
prod_070,prod_090,0.9251814
prod_000,prod_018,0.925132
prod_026,prod_027,0.92499006
prod_013,prod_082,0.92488706
prod_028,prod_059,0.92474705
prod_035,prod_050,0.9246993
prod_061,prod_065,0.9244741
prod_071,prod_090,0.9241962
prod_018,prod_020,0.9236213
prod_035,prod_054,0.92358637
prod_036,prod_047,0.9233393
prod_036,prod_048,0.9233304
prod_049,prod_059,0.92332524
prod_011,prod_095,0.92326576
prod_022,prod_074,0.9232136
prod_011,prod_014,0.9230266
prod_003,prod_057,0.923022
prod_019,prod_028,0.92302054
prod_063,prod_069,0.9226797
prod_024,prod_058,0.9226047
prod_028,prod_070,0.9224535
prod_046,prod_098,0.92220277
prod_011,prod_070,0.9221658
prod_037,prod_096,0.9221611
prod_010,prod_098,0.9221503
prod_047,prod_096,0.922081
prod_002,prod_041,0.9220764
prod_084,prod_095,0.92203254
prod_042,prod_075,0.92136717
prod_057,prod_059,0.9210512
prod_044,prod_065,0.92093176
prod_001,prod_056,0.92076844
prod_088,prod_093,0.9206861
prod_080,prod_091,0.9206216
prod_014,prod_094,0.92059636
prod_026,prod_032,0.9205874
prod_034,prod_087,0.9205619
prod_002,prod_021,0.9203191
prod_054,prod_087,0.9201595
prod_006,prod_088,0.9200983
prod_028,prod_046,0.9200806
prod_013,prod_085,0.9199659
prod_071,prod_084,0.91977835
prod_005,prod_058,0.91970253
prod_024,prod_037,0.91962475
prod_061,prod_091,0.91960984
prod_022,prod_053,0.91942334
prod_010,prod_028,0.9191883
prod_092,prod_093,0.91895735
prod_035,prod_098,0.9189341
prod_058,prod_068,0.91892374
prod_065,prod_086,0.91887873
prod_059,prod_094,0.9188094
prod_029,prod_048,0.9185054
prod_059,prod_075,0.91845524
prod_026,prod_069,0.9183699
prod_022,prod_031,0.9183181
prod_027,prod_029,0.91816705
prod_007,prod_053,0.91801625
prod_007,prod_058,0.91801125
prod_006,prod_092,0.91774327
prod_007,prod_047,0.91773415
prod_030,prod_069,0.917677
prod_035,prod_078,0.9176423
prod_033,prod_063,0.91761476
prod_051,prod_090,0.9174923
prod_013,prod_054,0.9174663
prod_005,prod_037,0.9173819
prod_036,prod_073,0.91734946
prod_032,prod_041,0.9171641
prod_024,prod_047,0.91711617
prod_030,prod_070,0.9170526
prod_039,prod_054,0.91702765
prod_007,prod_037,0.91694206
prod_043,prod_079,0.9168533
prod_014,prod_022,0.91683805
prod_018,prod_075,0.91676974
prod_063,prod_064,0.91671246
prod_090,prod_098,0.91627717
prod_035,prod_038,0.9162606
prod_022,prod_099,0.91621464
prod_030,prod_059,0.91613984
prod_089,prod_090,0.915986
prod_037,prod_068,0.9157159
prod_070,prod_087,0.91559505
prod_045,prod_064,0.91556346
prod_020,prod_062,0.91553503
prod_002,prod_026,0.91551465
prod_034,prod_062,0.91532916
prod_000,prod_015,0.91520286
prod_013,prod_062,0.9150833
prod_034,prod_094,0.914922
prod_021,prod_032,0.91472965
prod_025,prod_065,0.9146616
prod_066,prod_081,0.91461337
prod_069,prod_098,0.9145573
prod_036,prod_054,0.91452134
prod_004,prod_042,0.91452056
prod_034,prod_080,0.9145185
prod_019,prod_030,0.914345
prod_017,prod_058,0.9142868
prod_047,prod_068,0.9142743
prod_034,prod_039,0.9141195
prod_009,prod_084,0.9141094
prod_042,prod_066,0.91406935
prod_015,prod_020,0.9138822
prod_033,prod_045,0.9137794
prod_066,prod_082,0.91374934
prod_003,prod_019,0.9136776
prod_022,prod_087,0.9136218
prod_028,prod_035,0.91355014
prod_000,prod_062,0.91348064
prod_022,prod_070,0.9132211
prod_035,prod_094,0.91295826
prod_011,prod_071,0.91294444
prod_027,prod_036,0.9129325
prod_028,prod_069,0.91281116
prod_075,prod_082,0.9125847
prod_008,prod_048,0.91257435
prod_066,prod_067,0.91245884
prod_061,prod_098,0.9123985
prod_029,prod_052,0.9123907
prod_005,prod_047,0.912324
prod_036,prod_083,0.9120152
prod_031,prod_050,0.9120066
prod_084,prod_089,0.91195065
prod_033,prod_043,0.91194206
prod_011,prod_031,0.9118777
prod_030,prod_046,0.911633
prod_023,prod_066,0.9115244
prod_018,prod_029,0.91150784
prod_028,prod_090,0.91141385
prod_051,prod_084,0.9113428
prod_004,prod_062,0.911326
prod_049,prod_075,0.9111842
prod_017,prod_037,0.9110961
prod_041,prod_088,0.9110214
prod_013,prod_072,0.91099715
prod_019,prod_034,0.91098535
prod_004,prod_082,0.9107193
prod_029,prod_083,0.9106263
prod_010,prod_030,0.91055244
prod_029,prod_070,0.9105374
prod_034,prod_061,0.9104226
prod_066,prod_085,0.91009897
prod_094,prod_099,0.9100901
prod_029,prod_073,0.91001534
prod_008,prod_077,0.90990806
prod_056,prod_063,0.9097497
prod_039,prod_070,0.9096027
prod_008,prod_073,0.9094591
prod_055,prod_056,0.9093816
prod_060,prod_066,0.90914696
prod_045,prod_079,0.90909743
prod_040,prod_045,0.9090813
prod_059,prod_078,0.9088649
prod_021,prod_088,0.90883666
prod_017,prod_047,0.90882784
prod_022,prod_095,0.9086806
prod_087,prod_094,0.9085866
prod_070,prod_084,0.9085233
prod_028,prod_061,0.9082894
prod_004,prod_085,0.9082551
prod_036,prod_077,0.9082294
prod_003,prod_061,0.9080557
prod_058,prod_097,0.90800023
prod_040,prod_043,0.90797883
prod_001,prod_016,0.9079146
prod_043,prod_064,0.9078905
prod_035,prod_044,0.9073623
prod_009,prod_011,0.9071607
prod_041,prod_092,0.9070249
prod_003,prod_049,0.90696037
prod_004,prod_034,0.9069325
prod_038,prod_059,0.90651494
prod_026,prod_064,0.9060062
prod_021,prod_092,0.9059567
prod_075,prod_085,0.90574616
prod_044,prod_098,0.9054849
prod_037,prod_097,0.90544575
prod_018,prod_076,0.90512997
prod_020,prod_049,0.90492135
prod_074,prod_094,0.90484387
prod_028,prod_044,0.90450007
prod_025,prod_098,0.9042495
prod_056,prod_076,0.9042176
prod_031,prod_084,0.90421426
prod_011,prod_089,0.9040884
prod_031,prod_094,0.9040552
prod_066,prod_096,0.9040551
prod_058,prod_072,0.90393573
prod_086,prod_098,0.9038956
prod_011,prod_051,0.90386474
prod_022,prod_071,0.9037964
prod_030,prod_035,0.9036128
prod_029,prod_047,0.90353996
prod_037,prod_072,0.9033818
prod_028,prod_086,0.9033788
prod_084,prod_091,0.90329957
prod_006,prod_083,0.90311074
prod_047,prod_072,0.9030705
prod_065,prod_069,0.9027826
prod_011,prod_087,0.90270716
prod_016,prod_063,0.9026851
prod_000,prod_049,0.90255284
prod_083,prod_093,0.9025072
prod_069,prod_076,0.90250176
prod_011,prod_053,0.90233725
prod_053,prod_084,0.90233666
prod_008,prod_053,0.90226394
prod_006,prod_027,0.9019552
prod_094,prod_095,0.90153086
prod_026,prod_039,0.9013515
prod_000,prod_042,0.9012557
prod_022,prod_039,0.9012548
prod_039,prod_045,0.9011999
prod_025,prod_028,0.90113443
prod_035,prod_086,0.90110356
prod_030,prod_090,0.90109473
prod_047,prod_097,0.9009164
prod_015,prod_066,0.9007532
prod_039,prod_094,0.9003908
prod_013,prod_059,0.9003193
prod_027,prod_093,0.9002335
prod_029,prod_034,0.90005434
prod_020,prod_042,0.89981055
prod_026,prod_033,0.8995715
prod_024,prod_066,0.8994519
prod_013,prod_067,0.8988811
prod_002,prod_043,0.89879405
prod_035,prod_075,0.89875335
prod_009,prod_022,0.89834756
prod_007,prod_013,0.8983156
prod_000,prod_082,0.8982844
prod_030,prod_061,0.8981407
prod_008,prod_012,0.8981166
prod_031,prod_063,0.89806885
prod_004,prod_049,0.8980012
prod_072,prod_075,0.8976362
prod_070,prod_094,0.89740354
prod_062,prod_070,0.8973575
prod_065,prod_074,0.8973331
prod_084,prod_087,0.8972286
prod_052,prod_076,0.89694256
prod_000,prod_085,0.89665914
prod_012,prod_093,0.8966481
prod_008,prod_083,0.8964956
prod_020,prod_082,0.89648783
prod_070,prod_080,0.89632565
prod_061,prod_070,0.89621896
prod_005,prod_066,0.8961195
prod_022,prod_089,0.8956729
prod_013,prod_049,0.89563125
prod_019,prod_070,0.89556646
prod_066,prod_068,0.8955196
prod_013,prod_036,0.89525753
prod_004,prod_072,0.8952509
prod_065,prod_099,0.8952315
prod_016,prod_045,0.8952137
prod_091,prod_094,0.8952049
prod_001,prod_079,0.8950758
prod_016,prod_055,0.8950405
prod_020,prod_085,0.89497125
prod_022,prod_051,0.8948011
prod_006,prod_012,0.89456844
prod_007,prod_048,0.8944204
prod_030,prod_044,0.89425254
prod_000,prod_034,0.8942475
prod_047,prod_067,0.8941028
prod_004,prod_070,0.89408743
prod_050,prod_075,0.8936953
prod_014,prod_035,0.8934995
prod_030,prod_086,0.89341664
prod_026,prod_079,0.8934055
prod_020,prod_034,0.89322376
prod_032,prod_043,0.893179
prod_073,prod_093,0.8929976
prod_029,prod_077,0.89285904
prod_006,prod_073,0.8928482
prod_018,prod_063,0.89281917
prod_036,prod_088,0.8927294
prod_011,prod_091,0.8925015
prod_025,prod_030,0.8923912
prod_044,prod_059,0.892277
prod_004,prod_067,0.89219075
prod_013,prod_029,0.89216113
prod_026,prod_040,0.8919621
prod_007,prod_077,0.89192307
prod_012,prod_036,0.89161533
prod_008,prod_027,0.89116144
prod_037,prod_042,0.891149
prod_007,prod_073,0.891128
prod_077,prod_093,0.89104867
prod_045,prod_087,0.89095867
prod_035,prod_074,0.89091855
prod_026,prod_087,0.89053243
prod_034,prod_049,0.8903675
prod_017,prod_066,0.8903124
prod_022,prod_091,0.89027023
prod_039,prod_063,0.89018255
prod_042,prod_058,0.8901243
prod_054,prod_065,0.89005697
prod_057,prod_075,0.8897717
prod_037,prod_082,0.8897479
prod_011,prod_039,0.889708
prod_029,prod_075,0.88960344
prod_006,prod_077,0.88959104
prod_058,prod_082,0.889544
prod_031,prod_045,0.8894046
prod_036,prod_050,0.88936114
prod_014,prod_065,0.8891793
prod_041,prod_083,0.88902664
prod_021,prod_083,0.8889378
prod_010,prod_034,0.8888142
prod_015,prod_054,0.88878727
prod_001,prod_033,0.888601
prod_058,prod_067,0.88848025
prod_006,prod_048,0.88843155
prod_048,prod_093,0.8882788
prod_090,prod_091,0.8876646
prod_054,prod_098,0.88765824
prod_063,prod_087,0.88750696
prod_065,prod_095,0.8874704
prod_021,prod_027,0.88702816
prod_009,prod_094,0.8869085
prod_047,prod_082,0.8868382
prod_042,prod_054,0.8867059
prod_027,prod_041,0.886577
prod_052,prod_063,0.8865062
prod_043,prod_088,0.8864279
prod_053,prod_080,0.8864099
prod_075,prod_078,0.8862591
prod_037,prod_067,0.8862446
prod_030,prod_052,0.886223
prod_001,prod_040,0.8861409
prod_047,prod_085,0.8861245
prod_059,prod_086,0.88603824
prod_036,prod_075,0.8858415
prod_058,prod_085,0.88578385
prod_012,prod_041,0.8855179
prod_003,prod_062,0.88542265
prod_037,prod_085,0.8853265
prod_071,prod_094,0.8849389
prod_001,prod_064,0.88468605
prod_036,prod_092,0.8845746
prod_042,prod_047,0.8839532
prod_007,prod_075,0.88359106
prod_067,prod_075,0.8835368
prod_039,prod_084,0.88348
prod_050,prod_087,0.8833991
prod_008,prod_013,0.8833927
prod_032,prod_036,0.88316846
prod_066,prod_097,0.8830342
prod_036,prod_053,0.8830339
prod_028,prod_054,0.8829073
prod_012,prod_021,0.8827523
prod_000,prod_072,0.88271326
prod_026,prod_031,0.8826442
prod_031,prod_059,0.8826119
prod_020,prod_078,0.8824228
prod_013,prod_050,0.8823175
prod_031,prod_080,0.8822474
prod_043,prod_092,0.8821875
prod_055,prod_079,0.88193977
prod_000,prod_067,0.8814913
prod_020,prod_072,0.88102776
prod_008,prod_092,0.880994
prod_098,prod_099,0.8809509
prod_054,prod_063,0.880783
prod_008,prod_088,0.8804912
prod_007,prod_012,0.8800466
prod_074,prod_098,0.87990147
prod_000,prod_070,0.8798836
prod_016,prod_026,0.87974185
prod_000,prod_078,0.8797265
prod_020,prod_057,0.87972265
prod_034,prod_057,0.87963533
prod_020,prod_067,0.8794267
prod_041,prod_073,0.87942207
prod_039,prod_050,0.87939847
prod_028,prod_074,0.879184
prod_030,prod_054,0.878848
prod_089,prod_094,0.8787901
prod_013,prod_035,0.87866807
prod_020,prod_070,0.878654
prod_038,prod_075,0.8785866
prod_021,prod_073,0.87858135
prod_036,prod_040,0.8784594
prod_048,prod_072,0.8783702
prod_041,prod_077,0.87821126
prod_004,prod_007,0.87787676
prod_014,prod_098,0.8776396
prod_015,prod_030,0.8774854
prod_014,prod_059,0.8774049
prod_051,prod_094,0.8772233
prod_000,prod_057,0.877147
prod_028,prod_099,0.87713766
prod_007,prod_083,0.87702864
prod_014,prod_028,0.87700343
prod_015,prod_037,0.87692195
prod_002,prod_036,0.8767709
prod_021,prod_077,0.87640274
prod_029,prod_088,0.87613004
prod_080,prod_087,0.8758959
prod_034,prod_053,0.8755015
prod_019,prod_075,0.8754305
prod_015,prod_058,0.8753668
prod_072,prod_077,0.87508166
prod_065,prod_071,0.8750683
prod_075,prod_090,0.8746809
prod_072,prod_073,0.8744575
prod_020,prod_038,0.87442183
prod_001,prod_002,0.8744046
prod_033,prod_055,0.87431604
prod_054,prod_082,0.8742687
prod_076,prod_081,0.8740967
prod_041,prod_048,0.8740814
prod_025,prod_034,0.8740579
prod_003,prod_090,0.873798
prod_021,prod_048,0.8736112
prod_029,prod_092,0.87360924
prod_028,prod_052,0.8735678
prod_004,prod_078,0.87329257
prod_059,prod_074,0.87282646
prod_023,prod_076,0.8728192
prod_022,prod_069,0.8726992
prod_008,prod_032,0.87248915
prod_018,prod_030,0.87230563
prod_095,prod_098,0.8722286
prod_004,prod_057,0.8722204
prod_045,prod_056,0.8719592
prod_013,prod_057,0.87195647
prod_034,prod_046,0.871854
prod_052,prod_098,0.87170106
prod_000,prod_038,0.87167954
prod_040,prod_055,0.87163574
prod_059,prod_069,0.871464
prod_003,prod_080,0.87126696
prod_007,prod_027,0.8711094
prod_010,prod_070,0.8711052
prod_066,prod_069,0.87074876
prod_034,prod_099,0.870306
prod_049,prod_070,0.8702858
prod_011,prod_054,0.8700219
prod_012,prod_029,0.86988276
prod_069,prod_094,0.8696829
prod_008,prod_075,0.8696692
prod_004,prod_059,0.8695762
